,App_name,App_type,App_rate,App_downloads+,App_developer,App_last_update,App_review,App_review_engl,App_review_en_full_rev
161,Medita con Petit BamBou: mindfulness y sueño,Salud y bienestar,4.7,1000000,FeelVeryBien sarl,12 de junio de 2020,"Muy buena. Sin embargo ha tenido fallos habían quitado las meditaciones de miedo, ansiedad y duelo que estaban gratis hasta las había descargado y se habían borrado. Tengo una serie seguidas de meditar de 63 pero se borró y se ahora solo muestra que solo he hecho 11. La verdad no sé que está ocurriendo a.mi me encanta esta app y si tuviera dinero me suscribia. Espero lo puedan arreglar :(","Very good. However, he had had failures, they had removed the fear, anxiety and grief meditations that were free until he had downloaded them and they were deleted. I have a series of meditating in a row of 63 but it was erased and now it only shows that I have only done 11. I really don't know what is happening ... Full opinion","Very good. However, he had had failures, they had removed the fear, anxiety and mourning meditations that were free until he had downloaded them and they were deleted. I have a series of meditating in a row of 63 but it was erased and now it only shows that I have only done 11. I really don't know what is happening. My love this app and if I had money I would subscribe. I hope they can fix it :("
162,PsicoTests,Medicina,4.6,1000000,Psique Apps,24 de febrero de 2020,"La aplicación está ok, pero desde que le metieron publicidad se ha convertido en una basura, no para de avisar indebidamente solo con la intención de meter más publicidad, cada vez que haces un test tienes que tragarte varios anuncios forzosos, es ABUSIVO!! No me van a dar más opcion que borrar la aplicación o denunciarla por publicidad intrusiva.","The application is ok, but since they put advertising on it, it has become a garbage, it does not stop giving undue warning just with the intention of putting more advertising, every time you do a test you have to swallow several forced ads, it is ABUSIVE !! They will not give me any option but to delete the a ... Full opinion","The application is ok, but since they put advertising on it, it has become a garbage, it does not stop giving undue warning just with the intention of putting more advertising, every time you do a test you have to swallow several forced ads, it is ABUSIVE !! They will give me no choice but to delete the application or report it for intrusive advertising."
163,Siente - Mindfulness y psicología positiva,Salud y bienestar,4.7,100000,Fundación facilisimo,21 de mayo de 2020,"De los terminos y condiciones de la aplicacion: 6 .- Modificación de las condiciones de uso FUNDACIÓN FACILISIMO se reserva el derecho de desarrollar o actualizar en cualquier momento las Condiciones de Servicio de la App Siente y su Política de Privacidad, por lo que el usuario deberá leerlas periódicamente. Podrían cambiar esta cláusula y dejar constancia de que el desarrollador se obliga a notificar al usuario cualquier cambio en los mismos de manera previa a la vigencia de los mismos.","Of the terms and conditions of the application: 6 .- Modification of the conditions of use FUNDACIÓN FACILISIMO reserves the right to develop or update at any time the Terms of Service of the App Siente and its Privacy Policy, so that the user You should read them periodically ... Full opinion","Of the terms and conditions of the application: 6 .- Modification of the conditions of use FUNDACIÓN FACILISIMO reserves the right to develop or update at any time the Terms of Service of the App Siente and its Privacy Policy, so that the user You should read them periodically. They could change this clause and record that the developer is obliged to notify the user of any changes in them prior to their validity."
164,Mental Health Tests,Medicina,4.1,100000,"Mind Diagnostics, Inc.",14 de mayo de 2020,Buena,Good,Good
165,Ser feliz Reto 30 días,Estilo de vida,4.0,100000,Metta Apps,29 de abril de 2020,"Es genial!, me super ayudó, solo que al fin y al cabo sigo sintiendo algo por ella...., pero aún así muy buena la app, la recomendaría","It is great !, it helped me super, only after all I still feel something for her ...., but still very good app, I would recommend it","It is great !, it helped me super, only after all I still feel something for her ...., but still very good app, I would recommend it"
166,"Psicólogos Online, Diario emocional y Mindfulness",Salud y bienestar,4.3,100000,ifeel,1 de junio de 2020,"Absolutamente recomendable y maravilloso servicio. Sólo las personas que sufrimos de algún tipo de trastorno mental, sabemos lo que es sentirse sólo e incomprendido. Esta aplicación arroja un poco de luz donde todo parecía oscuro. Es un chaleco salvavidas. Gracias, gracias y MIL VECES GRACIAS.","Absolutely recommended and wonderful service. Only people who suffer from some type of mental disorder, know what it is to feel alone and misunderstood. This application sheds a little light where everything seemed dark. It is a life jacket. Thank you, thank you and a thousand times thank you.","Absolutely recommended and wonderful service. Only people who suffer from some type of mental disorder, know what it is to feel alone and misunderstood. This application sheds a little light where everything seemed dark. It is a life jacket. Thank you, thank you and a thousand times thank you."
167,Calm: Meditación y Sueño,Salud y bienestar,4.4,10000000,"Calm.com, Inc.",11 de junio de 2020,"Me gusta, la uso a diario para meditar o para dormirme. Me encantaría que la música tuviera reproducción continua con varios autores del mismo tema (a veces ya estoy totalmente concentrada y se acaba el tiempo de reproducción). Me parece que falta más variedad en temas de meditación como la sanación física y espiritual, pase por enfermedad complicada con mucho dolor y me hubiese encantado una serie de 7 días o por tiempos a elegir, para ayudarme a manejarlo.","I like it, I use it daily to meditate or to sleep. I would love for the music to have continuous playback with several authors on the same theme (sometimes I'm already fully focused and the playing time is running out). It seems to me that more variety is lacking in meditation topics such as healing ... Full opinion","I like it, I use it daily to meditate or to sleep. I would love for the music to have continuous playback with several authors on the same theme (sometimes I'm already fully focused and the playing time is running out). It seems to me that more variety is lacking in meditation topics such as physical and spiritual healing, I went through a complicated illness with a lot of pain and I would have loved a series of 7 days or times to choose, to help me manage it."
168,"Isotonos - Relajación, Meditación, Salud",Salud y bienestar,4.5,100000,ronin2ninja,24 de diciembre de 2019,"Hola. Me gusta la app. Se que la intención es positiva pero muchos tonos se detienen y dejan de escucharse. La opción de ""almacenar"" no funciona. No se direcciona a ninguna carpeta de sonidos ni en la memoria principal ni en la sd. Sin embargo gracias. Estaré pendiente de su actualización para recomendarla ampliamente.","Hi. I like the app. I know the intention is positive but many tones stop and stop being heard. The ""store"" option does not work. It is not addressed to any sound folder in main memory or sd. However thank you. I will be waiting for your update to recommend ... Full opinion","Hi. I like the app. I know the intention is positive but many tones stop and stop being heard. The ""store"" option does not work. It is not addressed to any sound folder in main memory or sd. However thank you. I will be awaiting your update to highly recommend it."
169,Calm: Meditación y Sueño,Salud y bienestar,4.4,10000000,"Calm.com, Inc.",11 de junio de 2020,"Me gusta mucho la app, últimamente estoy durmiendo escuchando lo poco disponible, me parece una lastima que se tenga que pagar por prácticamente todo, el 95% de lo ""disponible"". Sólo por eso,le doy 3 estrellas porque te obliga a pagar básicamente. Y acá en Argentina está como difícil pagar en dólares. Está app tiene unas melodías hermosas, super relajantes, las Escenas me encantan...pero voy a tener que irme a YouTube a escuchar gratis..","I really like the app, lately I am sleeping listening to the little available, I find it a shame that you have to pay for practically everything, 95% of what is ""available"". Just for that, I give it 3 stars because it basically forces you to pay. And here in Argentina it is as difficult to pay in dollars ... Full opinion","I really like the app, lately I am sleeping listening to the little available, I find it a shame that you have to pay for practically everything, 95% of what is ""available"". Just for that, I give it 3 stars because it basically forces you to pay. And here in Argentina it is as difficult to pay in dollars. This app has beautiful melodies, super relaxing, I love the Scenes ... but I'm going to have to go to YouTube to listen for free."
170,Salud Mental,Salud y bienestar,4.6,50000,Charnan.7,17 de enero de 2019,me parece una aplicacion muy interesante llena de conocimientos que permiten que puedan cerles utiles a miles de personas para prevenir muchas enfermedades mentales y estresantes y emocionales. fco javier morales moreno...,I find it a very interesting application full of knowledge that allows them to be useful to thousands of people to prevent many mental and stressful and emotional illnesses. fco javier morales moreno ...,I find it a very interesting application full of knowledge that allows them to be useful to thousands of people to prevent many mental and stressful and emotional illnesses. fco javier morales moreno ...
171,Fabulous: ¡Motívame!,Salud y bienestar,4.5,5000000,TheFabulous,4 de mayo de 2020,"La mejor experiencia!! Me encanta que los hábitos son de a poco ,logras uno y te preparan otro,no te presionan te dan tus tiempos,las frases son muy motivadoras,el que lo comparen a un viaje está buenísimo,las informaciónes muy buenas y científicamente comprobadas ,nunca he visto una aplicación que te dé tanto empuje y ánimo!!","The best experience!! I love that the habits are little by little, you achieve one and they prepare another, they do not pressure you, they give you your times, the phrases are very motivating, the fact that they compare it to a trip is great, the information is very good and scientifically proven, never I have seen an application that ... Full opinion","The best experience!! I love that the habits are little by little, you achieve one and they prepare another, they do not pressure you, they give you your times, the phrases are very motivating, the fact that they compare it to a trip is great, the information is very good and scientifically proven, never I have seen an application that gives you so much push and encouragement !!"
172,Serenmind: tu app de ayuda psicológica,Salud y bienestar,4.3,5000,Serenmind,16 de junio de 2020,"Me gustaba mucho esta aplicación, porque me estaba ayudando a entenderme, pero llevaba una temporada sin entrar y hoy cada vez que quería escuchar un audio, al minuto se salía de la app, así que no sé qué pasa y eso que la tengo actualizada","I really liked this application, because it was helping me understand myself, but it had been a season without entering and today every time I wanted to listen to an audio, the minute it left the app, so I do not know what happens and I have it updated","I really liked this application, because it was helping me to understand myself, but it had been a season without entering and today every time I wanted to listen to an audio, the minute it left the app, so I do not know what happens and I have it updated"
173,Salud Savia,Salud y bienestar,4.0,100000,SALUD SAVIA,5 de junio de 2020,"Hoy llame al recomendarme esta aplicación y me he quedado muy satisfecha con la atención super rápido y una buena valoración, y sin ningún tipo de coste, muchas gracias Savia por esta gran aplicación que en estas situación que estamos viviendo es perfecto .Gracias","Today call me by recommending this application and I have been very satisfied with the super fast attention and a good assessment, and without any cost, thank you very much Savia for this great application that in these situations that we are living is perfect. Thank you","Today call me by recommending this application and I have been very satisfied with the super fast attention and a good assessment, and without any cost, thank you very much Savia for this great application that in these situations that we are living is perfect. Thank you"
174,AtentaMente - Meditación y Felicidad,Salud y bienestar,4.4,10000,AtentaMente,29 de mayo de 2020,"Muy buena app, me ha servido mucho para analizar mis emociones y después de los ejercicios puedo trabajar mejor. No corría en Android y escribí a los desarrolladores. En la nueva versión corre perfectamente","Very good app, it has helped me a lot to analyze my emotions and after the exercises I can work better. It was not running on Android and I wrote to the developers. In the new version it runs perfectly","Very good app, it has helped me a lot to analyze my emotions and after the exercises I can work better. It was not running on Android and I wrote to the developers. In the new version it runs perfectly"
175,PNL práctico,Estilo de vida,4.3,100000,Metta Apps,3 de mayo de 2020,Me gusta muy concisa pero completa,I like it very concise but complete,I like it very concise but complete
176,Meditación Guiada Gratis,Salud y bienestar,4.3,10000,AbacaxiApps,21 de mayo de 2020,Estan muy interesantes las meditaciones guiadas y lo unico malo que percibí es que el sonido esta mas alto que la voz del locutor esto hace que sea dificil concentrarse en lo que dice. Gracias de todas maneras,"The guided meditations are very interesting and the only bad thing I perceived is that the sound is louder than the announcer's voice, this makes it difficult to concentrate on what he says. Thanks anyway","The guided meditations are very interesting and the only bad thing I perceived is that the sound is louder than the announcer's voice, this makes it difficult to concentrate on what he says. Thanks anyway"
177,"Control y Monitor: Ansiedad, Ánimo y Autoestima",Estilo de vida,4.6,1000000,TwoCats App,22 de mayo de 2020,"Esta es de las mejores cosas que me pasó, es una aplicación muy fácil de usar, de fácil acceso, con funciones increíbles, en lo personal me gusta mucho y me es muy útil, esta muy elaborado... Me encanta!","This is one of the best things that happened to me, it is a very easy to use application, easy to access, with incredible functions, personally I like it a lot and it is very useful, it is very elaborate ... I love it!","This is one of the best things that happened to me, it is a very easy to use application, easily accessible, with incredible functions, personally I like it very much and it is very useful, it is very elaborate ... I love it!"
178,Pixels - Estados de Ánimo y Mindfulness,Estilo de vida,4.7,500000,Teo Vogel,8 de junio de 2020,"me gusta mucho la app, pero estaría bueno que se pueda poner fotos en cada dia, y también que se pueda poner alguna cuenta así no perdes los datos si se cambia de dispositivo.","I really like the app, but it would be nice if you can put photos every day, and also if you can put an account so you don't lose data if you change your device.","I really like the app, but it would be nice if you can put photos every day, and also if you can put an account so you don't lose the data if you change your device."
179,Psicología Positiva Fácil,Salud y bienestar,4.1,50000,3Temes Publishers,29 de diciembre de 2014,"letras muy pequeñas, que se hace imposible leer...y al entrar a los Test se me tilda el celular","very small letters, which makes it impossible to read ... and upon entering the tests my cell phone is branded","very small letters, which makes it impossible to read ... and upon entering the tests my cell phone is branded"
180,PSY online terapia psicologia. Сhat apoyo anónimo.,Salud y bienestar,4.3,500000,INVOLTA INC,16 de junio de 2020,No me permite abrir la app y me gustaría seguir utilizandola ya que conocí gente que me ayudó mucho solo dice que conectar con el servidor y me manda directo a enviar un correo ala página solicitando una solución :(,"It does not allow me to open the app and I would like to continue using it since I met people who helped me a lot, they only say that they connect to the server and send me directly to send an email to the page requesting a solution :(","It does not allow me to open the app and I would like to continue using it since I met people who helped me a lot, they only say that they connect to the server and send me directly to send an email to the page requesting a solution :("
