App,Developer,Type,Rates,Downloads+,Last_reviews
Arráncalo: Pelos y emociones,Feeling Game Company,Preguntas y respuestas,4.7,100000,"Creo que es un juego muy entretenido. No tiene anuncios y es gratis los gráficos son buenos 👌 La app es sencilla La recomiendo mucho No entiendo porque algunos se quejan si no tiene anuncios (y por otros juegos que si lo tienen se quejan, decidanse ✌) Quizá para algunos es aburrido pero este juego es como Anti-estres. Felicidades a los creadores👌🙆❤ Más juegos como este."
Arráncalo: Pelos y emociones,Feeling Game Company,Preguntas y respuestas,4.7,100000,"Lo ame, muy bueno que no le hayan puesto anuncios la verdad me suelen estresar cuando juego y me salen. Vengo de la parte donde dice pasión ame esa parte y como no puedo darles platas vengo a dejar mi reseña, es muy buena la aplicación, un momento para sentir varias emociones es divertido, me la pase muy bien sigan asi, los graficos estan muy bien al igual que la explicacion, 10/10 usenlo!!"
Arráncalo: Pelos y emociones,Feeling Game Company,Preguntas y respuestas,4.7,100000,"Esto es una obra de arte hermosa, no dura mucho pero es un viaje que te hace sentir tantas cosas!!! Eso sí hay que estar dispuestos a sentirlas... me hizo llorar, reír, enojar y sentir tantas cosas. Gracias (recomendación juegenlo en un lugar donde no reciban interrupciones y en un lugar privado)"
Avocation - Hábitos diarios,David Jöch,Estilo de vida,4.4,100000,"Es facil de usar y esta bien. Estaría bien que un hábito pudiera hacerse a la mitad o un poco, porque tienes que hacerlo todo completo cuando lo tocas."
Avocation - Hábitos diarios,David Jöch,Estilo de vida,4.4,100000,"La verdad muy fácil de usar, y estética, yo sé que tiene que tener su paga pero la verdad no tengo método de pago ya que soy menor, y me gustaría tener más habitos"
Avocation - Hábitos diarios,David Jöch,Estilo de vida,4.4,100000,"🌼}Realmente está buena, pero solo si la usas paga ya que tienes cierta cantidad de recordatorios y si por ejemplo ya terminaste cierta tarea hay algunas que no te deja que toques que ya está lista, es como que se bloquea, estaría bueno que todo esto este sin ser pago ya que es algo muy necesario para la app y con esto pago van a tener más desinstalaciones ya que no todos pagan, también estaría bueno que agregaran alarma para que avise que tienes una tarea. Gracias por leer"
Avocation - Hábitos diarios,David Jöch,Estilo de vida,4.4,100000,"Me encanta esta aplicación. La compartí con mis estudiantes para un proyecto de mejora de hábitos y fue excelente el resultado, además después de terminar el proyecto muchos aún la conservan para continuar mejorando. Los felicito grandemente"
Bearable - Symptoms & Mood tracker (BETA),Bearable Ltd,Salud y bienestar,4.8,10000,I can't put in words how much I love this app The only suggestion i can make is to make customizable the hours in the time lapses (pre-am-mid-pm)
Bearable - Symptoms & Mood tracker (BETA),Bearable Ltd,Salud y bienestar,4.8,10000,"This Is the best app to track my mood I used so far, Its reallt Easy to use and adds a lot of info from the day in a single page"
BetterHelp: Online Counseling & Therapy,BetterHelp - Therapy Made Easy,Salud y bienestar,4.5,500000,Buen servicio y ayuda en tiempos de alto estrés.
BetterHelp: Online Counseling & Therapy,BetterHelp - Therapy Made Easy,Salud y bienestar,4.5,500000,Falso! Hay que pagar casi $50 por semana.
BetterHelp: Online Counseling & Therapy,BetterHelp - Therapy Made Easy,Salud y bienestar,4.5,500000,Muy buena. Sugiero un precio más asequible.
BetterHelp: Online Counseling & Therapy,BetterHelp - Therapy Made Easy,Salud y bienestar,4.5,500000,Es una estafa.
Bipolar Test,MoodTools,Salud y bienestar,3.1,10000,No esta en español :(
Bipolar Test,MoodTools,Salud y bienestar,3.1,10000,No esta en español y en ingles es muy dificil responder el test no me gusta :'(
Bipolar Test,MoodTools,Salud y bienestar,3.1,10000,Caca
Booster Buddy,Island Health,Salud y bienestar,4.3,100000,"Preciosa, aunque echo en falta mi idioma"
Booster Buddy,Island Health,Salud y bienestar,4.3,100000,Es una aplicación hecha por profesionales que te ayuda a enfocar tu energía en cosas positivas. Me gustó mucho :)
Booster Buddy,Island Health,Salud y bienestar,4.3,100000,Tiene un muy lindo diseño y está hecha muy bien😍😘
Booster Buddy,Island Health,Salud y bienestar,4.3,100000,¡Es muy buena! Sin embargo me gustaría que tuviera la opción de hacer una cuenta o algo parecido para almacenar tus datos y no perder tu progreso.
Calm Harm - manages self harm,stem4,Salud y bienestar,4.3,100000,"es útil, me ayudó en varias ocasiones, pero le pongo 3 estrellas porque solo viene en inglés, y yo lo entiendo, pero la gente que no habla el idioma y le podria ser útil no puede usarla"
Calm Harm - manages self harm,stem4,Salud y bienestar,4.3,100000,"Si me ayudo algunas veces, pero comenzo a trabarse y cada vez que la instalo no me deja avanzar. Tiene muy buenos remedios, pero deberias revisarla."
Calm Harm - manages self harm,stem4,Salud y bienestar,4.3,100000,Le faltan más opciones de idioma pero es muy útil
Calm Harm - manages self harm,stem4,Salud y bienestar,4.3,100000,"muy buena, pero seria mejor en español"
Chiku - Your personal diary and mood tracker,Chiku.app,Salud y bienestar,4.6,5000,"La aplicación es excelente, todos los días te motiva con una cita nueva y con retos sencillos pero que realmente hacen la diferencia en tu vida 😊. La interfaz es bellísima y la aplicación en sí es preciosa y me está ayudando mucho.😄 Muchas gracias por arreglar el pequeño fallo, ahora funciona perfectamente ⭐⭐⭐⭐⭐"
Chiku - Your personal diary and mood tracker,Chiku.app,Salud y bienestar,4.6,5000,"Me gusta la aplicacio, le doy 3 estrellas porque no esta totalmente en español los retos y las preguntas están en inglés y no siempre tengo el tiempo de hacer la traducción, y por eso el día de hoy no las hice, cuando arreglen eso les doy las 5 estrellas"
Chiku - Your personal diary and mood tracker,Chiku.app,Salud y bienestar,4.6,5000,Muy bonita app me gusto mucho el diseño y gracias por corregir el problema de las imágenes en los pdf. 😊
Chiku - Your personal diary and mood tracker,Chiku.app,Salud y bienestar,4.6,5000,Es malo no se puede entrar mejorenlo porfas se ve muy bueno <:c
CogniFit Ejercicio Cerebral,CogniFit Inc,Salud y bienestar,4.4,100000,"Parece muy completa en los informes que proporciona. Creo que no debería tomarse a la ligera, parece más una herramienta de seguimiento y tratamiento para uso profesional que para el público en general, donde la mayoría no tenemos ni repajolera idea de la jerga neuropsicológica que emplean. Por otro lado me parece excesivamente caro el precio por una sola evaluación y de un solo uso que se genera automáticamente según resultados y que no es fiable al 100%. puede mejorar."
CogniFit Ejercicio Cerebral,CogniFit Inc,Salud y bienestar,4.4,100000,"Muy bueno, aún estoy usando la versión gratis, no me gustan mucho las suscripciones, preferiría un pago único."
CogniFit Ejercicio Cerebral,CogniFit Inc,Salud y bienestar,4.4,100000,"Es una buena herramienta para ejercitar el cerebro. Tiene un excelente soporte, responden rápidamente cuando se presentan problemas."
CogniFit Ejercicio Cerebral,CogniFit Inc,Salud y bienestar,4.4,100000,"Me parece una buena app, pero en mi celular Samsung galaxy j2 prime, no me funciona bien, se sale en medio de un ejercicio y tengo que comenzarlo denuevo"
Conceptos en Psicología,AppsStar,Libros y obras de consulta,4.5,10000,Me la instalé y no habré la app... estuve intentando todo un día y nada
Conceptos en Psicología,AppsStar,Libros y obras de consulta,4.5,10000,Es demasiado buena aunque a mi no me sale depresión
Conceptos en Psicología,AppsStar,Libros y obras de consulta,4.5,10000,Excelente
Conceptos en Psicología,AppsStar,Libros y obras de consulta,4.5,10000,Muy bueno
"Deepstash - Self Improvement, Motivation & Care",Deepstash,Educación,4.8,1000000,"Geniales guías, tips, consejos y frases motivadoras y muy útiles. Agradecería que tenga una actualización en inglés. Una idea que me gustaría darles, agreguen una sección para seguimiento de una idea/hábito que uno quiere implementar día a día o x tiempo. Tengo guardado varias ideas, pero se me acumulan y nos las implementó. Me gusta que agreguen esa opción."
"Deepstash - Self Improvement, Motivation & Care",Deepstash,Educación,4.8,1000000,"Demasiado útil. Aunque se agradecería que hubiese una aplicación general también para iPad OS para que se aprovechase la pantalla en ese dispositivo, al igual que una versión en español, aunque eso no es realidad un problema por el momento. Desde su salida en beta he estado observando la aplicación, y he de decir que cada vez mejora más."
"Deepstash - Self Improvement, Motivation & Care",Deepstash,Educación,4.8,1000000,"Llevo pocos días usando la app pero me ha gustado mucho. Me gusta que tiene los conceptos bien aterrizados y resumidos y en pocos minutos tienes aprendizajes, consejos y tips que te ayudan en el día a día."
"Deepstash - Self Improvement, Motivation & Care",Deepstash,Educación,4.8,1000000,"Buena aplicación, pero generalmente los artículos de repiten o son pocos"
Depression Cure Music,Sajan Jossan,Salud y bienestar,4.6,50000,Muy buena aplicación incomparable
Depression Cure Music,Sajan Jossan,Salud y bienestar,4.6,50000,"Nice app , but the timer is alittle confusing and would be great if you could add nature sounds"
Depression Cure Music,Sajan Jossan,Salud y bienestar,4.6,50000,"Me gustó, variado"
Depression Cure Music,Sajan Jossan,Salud y bienestar,4.6,50000,Ayuda mucho :)
Depression: The Game,LUXO,Puzles,3.4,10000,Pocos niveles pero lo describe a la perfección
Depression: The Game,LUXO,Puzles,3.4,10000,Muy realista y fuerte a la vez. Felicito a los creadores ♥️
Depression: The Game,LUXO,Puzles,3.4,10000,Expresa perfectamente la depresión
Depression: The Game,LUXO,Puzles,3.4,10000,"Excelente, quiero mas niveles :("
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Llevo más de 2 años usando esta app, me gusta mucho, pero justo cuando finalmente ahorré el dinero suficiente para una compra única, empiezan a cobrar una suscripción mensual DEMASIADO CARA. Por favor pongan ofertas de compra única, les aseguro que lo pagaría si es un precio razonable, pero su suscripción es demasiado cara y lamentablemente no los puedo apoyar de otro modo."
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Esta aplicación me parece tan genial y aunque en su totalidad no sea gratis me parece muy funcional, tristemente estaba esperando a que agregaran el mood de estabilidad, ahora que lo agregaron resulta que es solo premium :( me gustaria que al menos hicieran lo mismo que otras funciones que aunque son limitadas se pueden usar."
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Esta muy bien! Lo que me preocupa un poco,es si de repente me da ganas de ponet cosas personales.... Pero me siento segura por que tengo una clabe para que nadie me pueda ver nada. Pero no os aconsejaria poner algo un poco personal,solo cosas que te an pasado a lo largo del dia o cosas que quieras conentar con (Diario) que no creas aue si lo be alguien te cotestara de tal manera"
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Estaría bien que agregaran la opción de gregar notas como un diario escrito, cuando queramos anotar algo fuera de lo normal o como algo cotidiano y más énfasis en la construcción de hábitos, aprovechando la cuarentena, agregar algo que indique que seguimos en cuarentena."
"Easy Psychiatry : Online Clinic, Affirmations",DR OLUWASEGUN WAHAAB,Salud y bienestar,4.8,5000,"Es una app bastante interesante en el área de la psicología, con contenido de gran ayuda."
"Easy Psychiatry : Online Clinic, Affirmations",DR OLUWASEGUN WAHAAB,Salud y bienestar,4.8,5000,Interesante aplicación. Para los tiempos que estamos viviendo viene fenomenal.
"Easy Psychiatry : Online Clinic, Affirmations",DR OLUWASEGUN WAHAAB,Salud y bienestar,4.8,5000,Interesante herramienta para chequeo psiquiatrico y seguimiento del estado anímico y otros problemillas.
"Easy Psychiatry : Online Clinic, Affirmations",DR OLUWASEGUN WAHAAB,Salud y bienestar,4.8,5000,"Enhorabuena por la aplicación, ayuda mucho a las personas y esta muy bien diseñada y planteada."
eMoods Bipolar Mood Tracker,eMoods,Salud y bienestar,4.6,100000,"Demasiado buena , lo mas genial es que puedes enviar el reporte final a tus especialistas para que esten al tanto de los ánimos y desibeles ."
eMoods Bipolar Mood Tracker,eMoods,Salud y bienestar,4.6,100000,"Muy útil til. Eso sí, emplearla en varios dispositivos resulta farragoso. Que se brindara la posibilidad de que los datos se actualizaran automáticamente en varios terminales de forma automática sería fantástico ."
eMoods Bipolar Mood Tracker,eMoods,Salud y bienestar,4.6,100000,Excelente app. Increíblemente útil
eMoods Bipolar Mood Tracker,eMoods,Salud y bienestar,4.6,100000,"Es un comienzo,los registros ne ayudarán a prevenir una subida exponencial de ánimo para no llegar a una pérdida de control de mis capacidades.A través de mi autoobservación de mis sensaciones corporales,mis creencias,mi tono de voz,exceso de verbalización,buscando las causas.Comparando lo escrito con parte de lo conscientemente sentido, voy mejorando.Gracias. Voy dejando comentarios,no me importaría someterme a un estudio si ayudo a más gente a superar la hiperactividad del sistema nervioso."
Headspace: Meditación y Sueño,"Headspace for Meditation, Mindfulness and Sleep",Salud y bienestar,3.5,10000000,"A mí que ya he realizado un curso MBSR (Mindfullness) me esta sirviendo mucho. Llevo ya 1 mes con la versión premium y solo tengo una pega: la parte de relajación de cada audio de cualquier curso, se repite, es prácticamente la misma, de tal forma que solo hay contenido formativo durante los dos primeros minutos y el último, entre medias estaría la relajación repetitiva. Lo profesional sería repartir el contenido formativo de cada audio durante todo el ejercicio. ¡Y falta contenido en español!"
Headspace: Meditación y Sueño,"Headspace for Meditation, Mindfulness and Sleep",Salud y bienestar,3.5,10000000,"Amo headspace y para mi es la mejor app de meditación, le pongo 3 estrellas porque tengo un equipo android en el cual no puedo ver la parte de the wake up, sin embargo en los equipos con ios esto si sale, la verdad the wake up es un extra muy interesante de la app pero al parecer varía entre los dos sistemas"
Headspace: Meditación y Sueño,"Headspace for Meditation, Mindfulness and Sleep",Salud y bienestar,3.5,10000000,"Esta aplicación es muy buena. Me la recomendaron hace un par de años pero por incrédulo no la probé, hasta que tuve serios problemas para conciliar el sueño y decidí probarla, y de verdad que me ayudó muchísimo. Ahora la uso para relajarme y meditar. Prueben la versión gratis primero y si les funciona pasen a la pagada."
Headspace: Meditación y Sueño,"Headspace for Meditation, Mindfulness and Sleep",Salud y bienestar,3.5,10000000,"No voy a ahondar en el extremadamente poco contenido abierto en la besaron gratuita, sino en el hecho de que una sola meditación de 3 minutos es un dolor de cabeza, porque no continúa con la pantalla apagada. La pantalla se apaga según la portando del teléfono (medio o un minuto), y la meditación se corta. No sólo eso, al desbloquear la pantalla y reiniciar la meditación, se reinicia desde el inicio, y hay que atinar donde se quedó. Mal, mal, mal."
Health Mate - Total Health Tracking,Withings,Salud y bienestar,4.6,1000000,La aplicación funciona y sincroniza bien con la báscula y Samsung health. El único problema que tengo es al intentar asociarlo con My Fitness pal. Se abre el navegador diciendo que no encuentra la web buscada.
Health Mate - Total Health Tracking,Withings,Salud y bienestar,4.6,1000000,"Actualmente no sincroniza con Google Fit todo el historial y no me permite adjuntar fotos de mi celular, al seleccionar esa opción se cierra."
Health Mate - Total Health Tracking,Withings,Salud y bienestar,4.6,1000000,"No entiendo los comentarios negativos. Yo la tengo instalada en un huawei p30 y un Samsung s7 y sincroniza perfectamente. El reloj es ligero y discreto tanto en su forma como las notificaciones. Me parece una compra acertada. Si le pongo una pega es que con esfera negra, de noche, los mayores como yo no se visualizan bien las agujas para ver la hora a causa de brillos y reflejos (no se con esfera blanca, pero no lo encontre en el modelo de caballero) pero se puede obtener en la pantalla digital."
Health Mate - Total Health Tracking,Withings,Salud y bienestar,4.6,1000000,Llevo 4 meses con el reloj y estoy muy contento con el reloj y con la aplicación pero desde hace unos días has empezado a fallar. -tarda mucho en sincronizar el reloj con el móvil. -los datos del ritmo cardíaco a veces no los registra. -los datos del sueño también tienen algún registro erroneo. Después de ponerme en contacto con los desarrolladores me lo solucionaron y no me ha vuelto a dar ningún problema.
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,"Compré la versión de por vida y cada vez al presionar ""compartir imagen"", me vuelve a aparecer el botón ""I am (desbloquear versión premium)"" en la parte superior derecha, al presionar ""restaurar la compra"" se vuelve a quitar el botón pero es muy molesto hacer eso con cada imágen que guardo. De ahí en fuera me gusta mucho la app."
"Mindfulness App: relajación, calma y sueño",MindApps,Salud y bienestar,4.4,1000000,"Una aplicación muy completa pues puedes elegir el tiempo, sonidos de fondo muy relajantes y que ayudan mucho a la concentración , la guía también es muy agradable y tiene recordatorio , lo que me parece muy importante . En definitiva me parece muy bien pensada . Me encanta"
"Mindfulness App: relajación, calma y sueño",MindApps,Salud y bienestar,4.4,1000000,"Me encanta , pero mucho de los cursos y las meditaciones son en inglés. Creo que con pocos recursos traducirlas , significaría llegar a más personas , aprovechar más la app y no estaría pensando constantemente que quizás deba quitarla."
"Mindfulness App: relajación, calma y sueño",MindApps,Salud y bienestar,4.4,1000000,"Muy buena app, pero faltan meditaciones en español, hay muy pocas aún. De todas formas, siempre es bueno."
"Mindfulness App: relajación, calma y sueño",MindApps,Salud y bienestar,4.4,1000000,"La aplicación es genial, pero me gustaría que contara con ejercicios de respiración como otras aplicaciones similares, en español"
MindShift CBT - Anxiety Canada,Anxiety Canada Association ,Salud y bienestar,4.1,100000,"La aplicación se cierra sola aludiendo error cada vez que quiero usar las cartas (cards) o cualquier otra herramienta, es decir, básicamente no funciona para lo que dice hacer... Deberían solucionar eso."
MindShift CBT - Anxiety Canada,Anxiety Canada Association ,Salud y bienestar,4.1,100000,Deberian confirgurarla para varios idiomas
MindShift CBT - Anxiety Canada,Anxiety Canada Association ,Salud y bienestar,4.1,100000,"Mi vida se ha hecho mas fácil x esta cosa😔👌 por fin puedo dormir por la noche 10/10 la aplicasion Tiene un chingo de cosas y es super mamalona, cuenta con un inglés básico y te da ejemplos con los que puedes entender, si no no seas naco y te quejes, aprende tantito inglés y ya la haces 🤟 te da tips funcionales y te hace dar cuenta que tal vez eres un poco duro contigo mismo o variadas cosas, amén el que creo la aplicación"
MindShift CBT - Anxiety Canada,Anxiety Canada Association ,Salud y bienestar,4.1,100000,Y en español?
Mindshine: Mindfulness Coach,Mindshine,Salud y bienestar,4.5,50000,"Excelente aplicación, tomar la decisión de descargarla y tener mi cuaderno para hacer todas estas actividades de verdad me ha hecho un parote en mi paz mental y en la perfilación de mi propósito. Recomiendo a quien sea que también esté decidido a tomar ese gran paso."
Mindshine: Mindfulness Coach,Mindshine,Salud y bienestar,4.5,50000,solo el primer audio es gratis. al 2do debes pagar. Necesitas siempre conexion a internet. todos los audios estan en ingles britanico.- revise la app de nuevo y aun todo se cobra. No es que sea malo en si pero debo informar esto en caso de q alguien lea mi reseña. Solo hay un plan gratis los demas se cobran..-
Mindshine: Mindfulness Coach,Mindshine,Salud y bienestar,4.5,50000,La mejor aplicación de desarrollo personal.
Mindshine: Mindfulness Coach,Mindshine,Salud y bienestar,4.5,50000,Favorable y eficiente
Moodfit - Fitness for your mental health,Roble Ridge Software LLC,Medicina,4.4,10000,Wonderful app that makes you reflect about your day and keep good habits. The only thing not properly working are the little uplifting messages. They only appear when Inopen the app. Otherwise good app.
Moodfit - Fitness for your mental health,Roble Ridge Software LLC,Medicina,4.4,10000,"Moodfit is an important tool to become aware of the way your mind works and trying to control what you can, for the better."
"Moodflow: Año en Píxeles, Estados de Ánimos",Monecke Labs,Salud y bienestar,4.7,100000,"Es perfecta, y me encanta que hayan añadido la opción de diario de gratitud y desafíos. Lo único que quisiera que cambiaran, si es posible, es el diseño de las entradas diarias al momentos de añadir notas que vienen siendo las entradas al diario, es que se me he hace un diseño un poco simple y ""frío"" en comparación con todo lo demás que es absolutamente precioso."
"Moodflow: Año en Píxeles, Estados de Ánimos",Monecke Labs,Salud y bienestar,4.7,100000,"Apenas empecé a usar la app pero me encantan las funciones y la forma en que las presenta, he probado muchísimas apps de hábitos y diario y esta me parece fascinante, totalmente recomendable"
"Moodflow: Año en Píxeles, Estados de Ánimos",Monecke Labs,Salud y bienestar,4.7,100000,La adoro. Pero últimamente si intento añadir alguna foto se detiene la aplicación y se cierra. Por favor arreglenlo
"Moodflow: Año en Píxeles, Estados de Ánimos",Monecke Labs,Salud y bienestar,4.7,100000,"Lo que necesitaba para hacer el pixel year. Customizable, entretenido y fácil de usar. La última actualización estuvo increíble. Siempre puede ampliar aún más su costumización, quizás agregar un guardado automático para que no se pierda lo que escribes, un widget para la pantalla de inicio, etc. Pero en general es genial y no pesa mucho. 10/10"
"MoodMission - Cope with Stress, Moods & Anxiety",MoodMission Pty Ltd,Salud y bienestar,3.3,10000,"A great app, i recommend it"
"MoodMission - Cope with Stress, Moods & Anxiety",MoodMission Pty Ltd,Salud y bienestar,3.3,10000,"Pide todo tipo de información personal, como tu email, código postal, edad, nivel de estudios, etc. antes de poder utilizar la app. Desinstalada."
"MoodMission - Cope with Stress, Moods & Anxiety",MoodMission Pty Ltd,Salud y bienestar,3.3,10000,Excellent!
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,Me encanta por ejemplo ahora tenia un problema q me estaba afectando y escribirlo además de q te dan unas preguntas q te hacen ver tus problemas de otra manera y replantearte todo más calmadamente ayuda un MONTÓN mi opinión es un 10/10 además los colores son muy tiernos y relajantes para escribir.
MoodTools - Depression Aid,MoodTools,Salud y bienestar,4.3,100000,Una lástima que no este en español o que posea la opción de cambiar de idiomas
MoodTools - Depression Aid,MoodTools,Salud y bienestar,4.3,100000,La instale porque no me quería sentir tan mal conmigo mismo pero acabe sintiéndome peor porque no se inglés al 100%
MoodTools - Depression Aid,MoodTools,Salud y bienestar,4.3,100000,Muy buena aplicación
MoodTools - Depression Aid,MoodTools,Salud y bienestar,4.3,100000,La App Esta En Ingles
Motivation - Frases diarias,Monkey Taps,Salud y bienestar,4.7,500000,"Compré la versión de por vida y cada vez al presionar ""compartir imagen"", me vuelve a aparecer el botón ""Motivation (desbloquear versión premium)"" en la parte superior derecha, al presionar ""restaurar la compra"" se vuelve a quitar el botón pero es muy molesto hacer eso con cada imágen que guardo. De ahí en fuera me gusta mucho la app."
Motivation - Frases diarias,Monkey Taps,Salud y bienestar,4.7,500000,"A pesar de que tengamos que ver vídeos para desbloquear los fondos. Las frases son buenas y motivadoras, siento que hay algunas que llegan en el momento exacto de tu vida y sigues adelante. Muchas gracias, buena app"
Motivation - Frases diarias,Monkey Taps,Salud y bienestar,4.7,500000,"Una muy buena aplicación, aunque lamentablemente para acceder a otro tipo de frases de motivación se tiene que pagar,pero con las frases que están ahí sirven de mucha ayuda. 🤗"
NeuroNation - Entrenamiento para tu cerebro,NeuroNation,Educación,4.5,10000000,"Es excelente, nunca habia visto una app tan completa, seria genial si añadieran un curso de lectura rapida o una app para ello y entrenamientos que vayan dela mano de la lectura y desarrollo de habilidades mentales."
NeuroNation - Entrenamiento para tu cerebro,NeuroNation,Educación,4.5,10000000,"Me gusta las actividades que se tienen que realizar solo que en el momento de hacer el registro no me convence el hecho de establecer un horario para las actividades ya que como yo tal vez hay muchos que realizarán estás actividades en el tiempo libre que se tenga, digo hablando que soy mamá"
NeuroNation - Entrenamiento para tu cerebro,NeuroNation,Educación,4.5,10000000,Es una App muy eficiente en la que practicandola mediante los ejercicios se puede desarrollar un cambio efectivo en lo que propone. Es genial darle un buen uso. Y encima te permite realizar un cronograma que te avisa los días de entrenamiento. Excelente app. Le dejo mis 5 estrellas.
NeuroNation - Entrenamiento para tu cerebro,NeuroNation,Educación,4.5,10000000,"Poco intuitiva y, al menos al principio, difícil de usar en algunos ejercicios. Otra cosa ¿por qué no puedo hacer los ejercicios libremente si estoy pagando la versión premium? Solo se limita al entrenamiento diario. Eso me parece mal y en ese sentido prefiero a Elevate, que es mucho más intuitiva y ofrece más en su versión premium."
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,Me encanta está app.y pienso ke sus resultados son muy ciertos.
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,"Emocionada fui a realizar el test luego de descargar la aplicación,pero nada se congela y no me permite hacer nada...que desalentador 😒 .."
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,Buenas tardesy me disculpa pero no puedo estar de acuerdo con el resultado ya que hice dos test y dieron el mismo diagnostico y era difente totalmente las respuestas del test.
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,Es una buena aplicación y la verdad tiene mucha razón en cuanto muchas cosas 😳😳
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"El año pasado intenté plasmar mis emociones y sentimientos en papel y tener una idea general de mi misma, sin embargo no funcionó porque soy muy dejada y olvidadiza. Esta aplicación me ha ayudado a conseguirlo de manera cómoda y organizada."
Prana Breath: Relájate y Medita,Oleksandr Albul,Salud y bienestar,4.7,1000000,"Buena. Faltarian consejos de que posición adoptar, ambiente ideal, temperatura ideal interactuar con el usuario del por que la usa. Sugerir por ejemplo: para mayor resultado pueda descalzarce con opción a si o no. Que la respuesta derive a otra pregunta y así..."
Prana Breath: Relájate y Medita,Oleksandr Albul,Salud y bienestar,4.7,1000000,"Antes de dormir, en momenntos de hacer los ejercicios de ""mente clara y anti-estres"", me relaje y el sueño volvio, gracias por ayudarme a descansar. Sufro de anciedad a los nervios por lo cual no duermo facil, en ese momento mi mente alcanso a tranquilizar mis pensamientos. Espero seguir y no hacer fuerte contra la ansiedad y seguir utulizando permanente mente, ya que el ejercicio oxigena la sagre y ayuda a los pulmones ser fuertes para esfuerzos fisicos para ser feliz."
Prana Breath: Relájate y Medita,Oleksandr Albul,Salud y bienestar,4.7,1000000,"Muy buena app, sencilla y práctica. Los ejercicios que ya incluye funcionan muy bien y también da la opción de agregar algunos extra."
Prana Breath: Relájate y Medita,Oleksandr Albul,Salud y bienestar,4.7,1000000,"Gracias. A veces lo que se necesita es concentrarse y respirar. Es muy básico, pero nadie lo hace, nadie hace lo básico. Super útil"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"Muy buena ayuda profesional. Excelente atención. Descargué esta aplicación sin tener mucha idea. Necesitaba ayuda y no sabía adonde dirigirme. Hay muchas clases de psicólogos. Aquí me entrevistaron inmediatamente online, rellené un cuestionario y la psicóloga que me ayuda es estupenda. Por chat escribo cuando quiero y me contesta una vez al día, por lo que la atención es rápida. Los precios muy competitivos. Estoy satisfecho con esta App. Gracias."
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"Para mí ha sido todo un describirmoento. Al principio era un poco reacia a buscar ayuda a través de una app, pero la atención de Laura (personal de soporte) y su valoración de mis preocupaciones y ansiedades, la llevaron a asignarme a una terapeuta maravillosa con la que desde el minuto 1 he tenido una conexión especial. Aunque nuestras terapias sean vía videoconferencia la siento más cerca que a otros psicólogos con los que he mantenido terapia presencial. 5 estrellas no, 20000 estrellas!!!"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"La aplicación está muy bien y van mejorando cositas. Las dos psicólogas que me han tratado se ven profesionales y muy dedicadas en su trabajo. Les agradezco sus intentos de ayudarme. También debo decir que supongo que cada caso es un mundo, pero para progresar de verdad también se necesitan meses o años de terapia, si tus problemas son ""reales"". Sale un poquito caro, pero si necesitas que te escuchen y te aconsejen está bien. Probadlo si os sentís estancados o no sabéis cómo solucionar algo, tal vez os puedan guiar un poco."
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,"Es buena la app solo que se demora mucho a la hora de enviar mensajes , tendrian que mejorar esa parte"
"Reflect - Diario, Guías diarias de auto reflexión",Ensparkle OOD,Salud y bienestar,4.0,10000,"Es una aplicación excelente que planeo planeo utilizar todos los días, creo que realmente me ayudará. No le cambiaría nada, tan solo me gustaría que la membresía fuera un poco más barata para poder pagarla todos los meses y para que estuviera al alcance de más personas porque es una aplicación genial que todos deberían usar"
"Reflect - Diario, Guías diarias de auto reflexión",Ensparkle OOD,Salud y bienestar,4.0,10000,In Spanish please!
Reflectly: Diario,Reflectly,Salud y bienestar,4.3,1000000,No puedo registrarme. Me dice que no puedo seguir introduciendo entradas si no lo hago pero no carga la página de registro
Reflectly: Diario,Reflectly,Salud y bienestar,4.3,1000000,This update is very bad. No images in the titles and you cant go back to write in other days if you forgot it. Please do a neq update with the things we love. Esta actualizacion de 2020 esta PÉSIMA. No estan las imagenes bonitas y no lo puedes perzonalizar. Su cosa premium es un robo y no puedes regresarte a escribir a dias anteriores. Por favor que hagan un nueva actualizacion con lo que habia antes
