App,Developer,Type,Rates,Downloads+,Last_reviews,Last_reviews_eng
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,Me encanta esta app y estoy seguro que no a habido otro parecido. Un excelente app su contenido me llena de amor paz y felicidad....,"I love this app and I am sure there has not been another similar one. An excellent app with its content fills me with love, peace and happiness ..."
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,Es una persona sencibl cariñoso,He is a very loving person
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,Muy bueno y reflexiones sobre todo,Very good and reflections on everything
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,"No me gustó. Son conceptos de libro, no es ni muy muy ni tan tan las características que describe de cada cosa. Por eso no lo encuentro útil como buena guía para una autoestima sana.","I did not like. They are book concepts, it is neither very very nor so so the characteristics that it describes of each thing. So I don't find it useful as a good guide to healthy self-esteem."
"Frases de vida y autoestima, reflexiones hermosas",Appsamimanera,Entretenimiento,3.8,5000,Me encantaron por que pude compartirlos con mis amigos y tiene muy buenas frases felicidades,I loved them because I was able to share them with my friends and they have very good phrases congratulations
Psicologia de la Depresión,Nice-Apps,Salud y bienestar,4.7,100000,Muy clara accesible un gran apoyo para el familiar de un paciente gracias,Very clear accessible great support for a patient's family thanks
Test de Autoestima Sexual,Entretenimiento y curiosidades,Salud y bienestar,2.2,1000,Soy gay :v,I'm gay: v
"D. Psique: Hábitos, Auto-conocimiento",Agência Cria,Estilo de vida,3.2,100000,Perfecto,Perfect
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,"hola! realmente me agradan estas publicaciones, pues","Hi! I really like these publications, because"
Cómo Mejorar tu Autoestima,Carina Guevara,Educación,4.0,5000,Asco,Disgust
Psicologia de la Depresión,Nice-Apps,Salud y bienestar,4.7,100000,"Me gustó bastante, dice cosas muy ciertas que yo puedo asegurar, estoy segura de que muchas personas se sintieron identificadas con esto al igual que yo y no es nada fácil aceptar que lo estás viviendo, mucho menos sabiendo que tú familia no le toma importancia porque piensa que estás exagerando. Es maravilloso saber que existen personas como ustedes, gracias y lo voy a compartir, sobre todo con aquellas personas de las que más apoyo necesito.","I liked it a lot, it says very certain things that I can assure, I am sure that many people felt identified with this just like me and it is not easy to accept that you are living it, much less knowing that your family does not take importance because think you're exaggerating. It is wonderful to know that there are people like you, thank you and I will share it, especially with those who I need the most support from."
"D. Psique: Hábitos, Auto-conocimiento",Agência Cria,Estilo de vida,3.2,100000,Jajaj Cool! XD,Jajaj Cool! XD
Test de Autoestima,Entretenimiento y curiosidades,Entretenimiento,2.0,1000,"Reitero, de las mejores que he probado.","I reiterate, one of the best I have tried."
Frases de Autoestima,KhoniaDev,Estilo de vida,4.3,10000,"Hola.! Les doy las 5 estrellas porque se lo merece. Buena app,frases para todo y te ayuda. La recomiendo mucho y gracias a sus creadores. Un abrazo","Hello.! I give them 5 stars because they deserve it. Good app, phrases for everything and it helps you. I highly recommend it and thanks to its creators. A hug"
Videos de Autoestima,freedom loser,Estilo de vida,3.0,500,"Te lleva a links de YouTube, solo ocupa espacio y estorba.","It takes you to YouTube links, it only takes up space and gets in the way."
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,bien,good
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,Ummm,Ummm
Como mejorar tu autoestima,Free !!,Estilo de vida,4.0,50000,En diez capítulos breves aprendes mucho sobre vivir en plenitud. Me gustó mucho :),In ten short chapters you learn a lot about living fully. I loved it :)
"Frases de vida y autoestima, reflexiones hermosas",Appsamimanera,Entretenimiento,3.8,5000,Incomoda hay que ir frase por frase.,Uncomfortable you have to go phrase by phrase.
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,"Esta aplicación, me ha ayudado a reencontrar cosas que había olvidado y me sentí comprendida ya que hay cosas en los párrafos que concuerdan en como pienso.",This application has helped me find things that I had forgotten and I felt understood since there are things in the paragraphs that agree on how I think.
Mejore su confianza y autoestima (GGSE),GG Apps Platform,Medicina,4.4,50000,app suggested me seek professional help Lol !!!!!! now I can't stop laughing thanks,app suggested me seek professional help Lol !!!!!! now I can't stop laughing thanks
Mejore su confianza y autoestima (GGSE),GG Apps Platform,Medicina,4.4,50000,"Parece que no esta disponible en castellano, una pena porque tiene buena pinta","It seems that it is not available in Spanish, a shame because it looks good"
Frases de Motivación para mejorar el Autoestima,Aplicaciones de Amor,Estilo de vida,4.1,10000,Tiene una buena variedad de frases motivadoras. Me gusta mucho esta app,It has a good variety of motivating phrases. I really like this app
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,Me encanta esta app porque me pone las frases perfectas en el momento indicado. Lo que me ayuda estar positivo todo el día.,I love this app because it gives me the perfect phrases at the right time. Which helps me to be positive all day.
Como mejorar tu autoestima,Free !!,Estilo de vida,4.0,50000,Me gusta,I like it
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,Es muy bueno yo lo recomiendo porque les hara que se superen como personas cada dia que lo lees y lo aplicas a tu vida....solo un detalle aparecen los titulos de cada capitulo incompletos pareciera q es fotocopias del original.......chequenlo....ok,"It is very good, I recommend it because it will make them excel as people every day that you read it and apply it to your life .... only one detail appears the titles of each chapter incomplete it seems that it is photocopies of the original ..... ..check it .... ok"
Cómo Mejorar tu Autoestima,Carina Guevara,Educación,4.0,5000,La estudié por tercera vez y fue mucho mejor que la primera,I studied it a third time and it was much better than the first
Test de Autoestima,Entretenimiento y curiosidades,Entretenimiento,2.0,1000,"No le puse 0, por qué no puedo. La app fue he hecha sin ningún amor, no tiene nada de diseño, nada q atraiga la atención y den ganas de usarla. Y más importante que esto, pide permisos para acceder a tus archivos y fotos y ni explica para que. No tiene sentido este permiso si la app es solo un test. Bueno y para colmo, asumo q por no darle ese permiso al pasar a la pregunta 7 u 8 se ""murió"" la app, salió un mensaje de error y mostraba el número 28 (como si fuera la pregunta 28) y no decía nada!","I didn't put 0 on it, why can't I. The app was made without any love, it has nothing of design, nothing that attracts attention and makes you want to use it. And more important than this, ask for permissions to access your files and photos and not even explain why. This permission does not make sense if the app is just a test. Well and to top it off, I assume that by not giving you that permission when going to question 7 or 8 the app ""died"", an error message came out and showed the number 28 (as if it were question 28) and said nothing!"
Frases de Motivación para mejorar el Autoestima,Aplicaciones de Amor,Estilo de vida,4.1,10000,Me encanta esta app!! Buenísimas frases e imágenes... De verdad que la recomiendo mucho😉😉😉😉,I love this app !! Great phrases and images ... I really recommend it a lot😉😉😉😉
Videos de Autoestima,freedom loser,Estilo de vida,3.0,500,Exelente,Excellent
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,"Es muy interesante me gusta leer, porque ayuda , a dar paso seguro.","It is very interesting I like to read, because it helps, to take a safe step."
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,Poeden quitar los anuncios gracias,You can remove the ads thanks
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,La cantidad de faltas de ortografía me impidió enfocarme en la información que se entregaba.,The number of misspellings prevented me from focusing on the information being provided.
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,Muy buena !practicar a diario mejora mi atencion y memoria !,Very good! Practicing daily improves my attention and memory!
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Me gusta mucho, me hace prestar atención a mis emociones como nunca pensé:)","I really like it, it makes me pay attention to my emotions like I never thought :)"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"Se ve genial, y muy bien diseñada. Pero claro, quien no tenga dinero para pagar la terapia, poca ayuda va a poder recibir. Recuerda, si tienes problemas emocionales y no tienes dinero, ningún psicólogo te podrá ayudar por pobre. Sé autodidacta, y aprende por tú cuenta para ayudarte a tí mismo. En el caso de que no tengas dinero, es la única salida.","It looks great, and very well designed. But of course, whoever does not have money to pay for therapy, little help will be able to receive. Remember, if you have emotional problems and do not have money, no psychologist can help you as poor. Be self-taught, and learn on your own to help yourself. In the event that you do not have money, it is the only way out."
Inteligencia emocional gratis,"Bible Studies, Embarazo y Dietas Free Libres",Salud y bienestar,4.4,10000,esta buena esta ap relamete si te pones las pilas funciona..,this good this ap smack if you put your batteries it works ..
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,Maliiiiiisima. No puedo ver ningún trastorno. Se debe reparar,Damn. I can't see any disorder. It must be repaired
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,"Es genial, pero ya no me funciona, no me cargaban las preguntas ni me dejaba postearlas. Reinstalé la app y ahora no funciona ni carga nada, dice que escriba a servicio técnico. Ayuda por favor.","It's great, but it doesn't work anymore, they didn't load my questions or let me post them. I reinstalled the app and now it doesn't work or load anything, it says write to technical service. Please help."
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"¡Perfecta! Realmente puedes acceder a todo el contenido de manera semi-gratis, osea, puedes ver anuncios para entrar a el contenido premium si no quieres pagar. De la docena de aplicaciones sobre meditación que ya había probado está sin duda alguna es la más completa aunque irónicamente decidí descargarla por curiosidad otra vez (no era la primera vez que lo hacía) y darle la oportunidad de meditar con ella todos los días; justo ahora no me podría encontrar más gratificado por ello.","Perfect! You can really access all the content semi-free, that is, you can see ads to enter the premium content if you do not want to pay. Of the dozen applications on meditation that I have already tried, it is undoubtedly the most complete, although ironically I decided to download it out of curiosity again (it was not the first time I did it) and give him the opportunity to meditate with it every day; Right now I couldn't find myself more gratified by it."
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,Es excelente. Y ayuda muchisimo a aumentar nuestro conocimiento acerca de las enfermedades en general. Agradecida .,It's excellent. And it helps a lot to increase our knowledge about diseases in general. Grateful.
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Amo los videos introductorios y reflexivos, me encanta la función sin guía, y el acompañamiento que brindan en el proceso, amaría que la prueba gratuita contara con más videos pues no puedo adquirir los demás beneficios, pero la experiencia ha sido magnífica.","I love the introductory and thoughtful videos, I love the function without a guide, and the accompaniment they provide in the process, I would love for the free trial to have more videos since I cannot acquire the other benefits, but the experience has been magnificent."
PsicoTests,Psique Apps,Medicina,4.6,1000000,"Es una ayuda para tratar de comprender ciertos comportamientos a través de test que estén validados, apenas empecé a usar la aplicación y me ha perecido muy interesante, ya que que hay muchos temas para estudiar y ahondar en el conocimiento tanto para estudiantes como los profesionales de la salud mental. Es un poco incómodo tanta publicidad.","It is an aid to try to understand certain behaviors through tests that are validated, I just started using the application and I found it very interesting, since there are many topics to study and deepen the knowledge for both students and professionals of Mental health. So much publicity is a little awkward."
"Música para la meditación, para estrés y ansiedad",Dream_Studio,Salud y bienestar,4.7,100000,Buenísimo!!! Me encanta. Tiene todo para programar lo que me gusta,Terrific !!! I love it. It has everything to program what I like
Psicología Positiva Fácil,3Temes Publishers,Salud y bienestar,4.1,50000,"Es una aplicación bastante buena, aun así siento que le falta algo, pero muy recomentadable si quieres tener una vida emocional sana.","It is a pretty good app, but I still feel that something is missing, but highly recommended if you want to have a healthy emotional life."
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Me gusta la idea de tomarnos un momento a pensar y analizar nuestras respuestas. Nos ayuda a tomar conciencia. También tiene una opción para poner una nota de lo que quieras del día, lo cual nos ayuda a saber nuestro equilibrio mental a lo largo del tiempo. Me gustaría que tengan más opciones gratis, como poner contraseña pero sacando eso me gusta.","I like the idea of ​​taking a moment to think and analyze our responses. It helps us become aware. It also has an option to put a note of what you want for the day, which helps us to know our mental balance over time. I would like them to have more free options, like putting a password but taking that out I like it."
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,Tengo subscripción anual y estoy contenta hubo un problema y me lo solucionaron rapidísimo. La recomiendo!,I have an annual subscription and I am happy there was a problem and they solved it very quickly. I recommend it!
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,"EXCELENTE. He ido a sesiones de Mindfullness y puedo decir que esta app realmente sirve a su propósito. LAMENTABLEMENTE ME SUSCRIBI POR UN AÑO Y FALTANDO 3 MESES TODO MI PROGRESO SE HA BORRADO Y ESTOY NUEVAMENTE EN LA VERSIÓN GRATUITA. NECESITO AYUDA, POR FAVOR","EXCELLENT. I've been to Mindfullness sessions and I can say that this app really serves its purpose. UNBELIEVABLE I SUBSCRIBED FOR A YEAR AND WITH 3 MONTHS LEFT, ALL MY PROGRESS HAS BEEN DELETED AND I AM AGAIN IN THE FREE VERSION. I NEED HELP PLEASE"
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Ayuda a conocer más tu salud mental. Puedes utilizarlo sin necesidad de tener la versión premium, sus cursos son muy buenos.","It helps to know more about your mental health. You can use it without having the premium version, its courses are very good."
Serenmind: tu app de ayuda psicológica,Serenmind,Salud y bienestar,4.3,5000,Es una app útil si tienes ansiedad y/o depresión y no quieres o no puedes ir al psicólogo. Fácil de utilizar y con la que se consiguen buenos resultados. El plan de terapia está bien organizado y te permite trabajar un poco cada día sin agobios. Muy recomendable.,It is a useful app if you have anxiety and / or depression and do not want or cannot go to the psychologist. Easy to use and with which good results are achieved. The therapy plan is well organized and allows you to do a little work each day without stress. Highly recommended.
Test de Depresión,MoodTools,Medicina,3.9,100000,Me siento horible ya que no se instala y tengo mucho almencemaniento me parece muy injusto.....,I feel awful since it does not install and I have a lot of memory it seems very unfair .....
Test de Depresión,MoodTools,Medicina,3.9,100000,Saque un 27 savia que esto me ayuria,Take a 27 sap that this helped me
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"El diseño de la aplicación sale un poco movido(?) pero me ha funcionado excelente y me encanta en general, solo es ese pequeño detallito del diseño.","The design of the application comes out a little shaky (?) But it worked for me and I love it in general, it's just that little detail of the design."
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,"Muy buena. La guía para aprender a meditar permite escoger el tiempo de la sesión, eso se adapta bien, además el contenido gratuito es bueno. Pienso comprar la versión completa cuando me sea posible.","Very good. The guide to learning to meditate allows you to choose the time of the session, that adapts well, and the free content is good. I plan to purchase the full version whenever possible."
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,Excelente juego. Me gustó mucho Solo que no muestra las estadísticas en algunos dispositivos. Tiene alguna solución y puedo recuperarlas de los juegos ya realizados?,Excellent game. I really liked it Just it doesn't show the stats on some devices. Do you have a solution and can I recover them from games already made?
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"Excelente aplicación, me ayudo con mis problemas de ansiedad que en estos dias fueron intensos y aunque apenas la estoy usando me ha funcionando para relajarme, mil gracias, ya que tiene la opcion de si en estos momentos no puedes ser premium, te dan la oportunidad de ver esta sección por medio de anuncios, lo cual ninguna aplicación hace, gracias","Excellent application, it helped me with my anxiety problems that in these days were intense and although I am hardly using it, it has worked for me to relax, thank you, since it has the option of whether you cannot be premium right now, they give you the opportunity to see this section through ads, which no application does, thanks"
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"La mejor app para meditar, lo que me gustaría que agreguen es cuando estás en una meditación que la barra de volumen que se encuentra en la parte inferior no desaparezca, y otra que al inicio el cuadro grande creo que jala muchos recursos sería mejor quitarla porque a veces no se queda en la sería de meditaciones que estabas realizando , pero excelente app 😁","The best app to meditate on, what I would like you to add is when you are in a meditation so that the volume bar at the bottom does not disappear, and another one that at the beginning the big picture I think pulls many resources would be better to remove it because sometimes it does not stay in the series of meditations you were doing, but excellent app 😁"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"Es muy relajante, y en realidad muy sencillo, lo mejor es que tienen voces muy calmadas que te guían pasó a paso.","It is very relaxing, and actually very simple, the best thing is that they have very calm voices that guide you step by step."
La Mente es Maravillosa - Psicología y relaciones,Grupo MContigo,Noticias y revistas,4.7,100000,Me encanta leer muchisimo los articulos porque me han ayudado bastante a mi en lo personal a salir adelante .,I love reading the articles a lot because they have helped me personally to get ahead.
"Isotonos - Relajación, Meditación, Salud",ronin2ninja,Salud y bienestar,4.5,100000,"La experiencia a sido excepcional. Con todas las opciones que tiene la aplicación, quisiera utilizarlas todas, pero la recomendación seria que cada persona revise sus prioridades. Y en cada opción mantenerla al menos 2 semanas, y en ultima utilizar 2 a la vez, una por la mañana y otra por la noche. La verdad, agradezco a las personas que participarón en poner a nuestra disposición esta aplicación. Gracias","The experience has been exceptional. With all the options that the application has, I would like to use them all, but the recommendation would be that each person review their priorities. And in each option keep it at least 2 weeks, and lastly use 2 at a time, one in the morning and one at night. The truth, I thank the people who participated in making this application available to us. Thank you"
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,Me encanta nunca lo habia hecho probe y siento que es la solution para mi insomnio .,I love that I have never tried it and I feel that it is the solution for my insomnia.
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"La versión gratuita es una farsa, tienes 7 días de prueba pero sólo habilitan el contenido del primer día. Estoy dispuesta a pagar por una prueba de un mes, pero ofrecen un único pago anual (por productos que te orientan en 7 días). Divinos los sonidos de la naturaleza","The free version is a sham, you have a 7-day trial but they only enable the content on the first day. I am willing to pay for a one month trial, but they offer a single annual payment (for products that guide you in 7 days). Divine sounds of nature"
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"Es buena la aplicación, pero lo malo es que esta en ingles y puedo copiar el texto al menos para traducirlo.","The application is good, but the bad thing is that it is in English and I can copy the text at least to translate it."
"Música para la meditación, para estrés y ansiedad",Dream_Studio,Salud y bienestar,4.7,100000,"Hasta ahora de 10. Me gusta mucho sus melodías. Tenes para seleccionar sonidos de grillos, pájaros y tiempo. Muy tranquilizador para meditar","Up to now 10. I really like their melodies. You have to select sounds of crickets, birds and time. Very reassuring to meditate"
Eleva tu Autoestima y Superación Personal,Recetas Comida Dietas y más Apps gratis ComRecApps,Salud y bienestar,4.6,10000,Muy buena pero ma gustaría saber cómo hacer todo esto cuando se termina una relación amorosa... Cuando el corazón y la mente hacen q el auto estima sea mucho más critico,Very good but I would like to know how to do all this when a love relationship ends ... When the heart and mind make self esteem much more critical
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"La aplicación es realmente agradable y efectiva. Es difícil para mí comunicarme con mis amigos y las demás personas, pero está aplicación brinda una experiencia muy similar a la vez que es productiva. Me ayuda a identificar mis problemas, maneras en las que debería actuar frente a ellos e incluso me ayuda a pasar un rato agradable y charlar un poco. Aunque la aplicación está en inglés solo tengo que usar el traductor de Google para resolver mis dudas y listo. La recomiendo mucho.","The application is really nice and effective. It is difficult for me to communicate with my friends and other people, but this application provides a very similar experience while being productive. It helps me identify my problems, ways in which I should deal with them, and even helps me have a good time and have a little chat. Although the application is in English, I only have to use the Google translator to answer my questions and that's it. I highly recommend her."
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"No hay manera de registrarme me da constantemente error!! No puedo entrar a ""Soporte"" para ayuda tampoco. Es una pena! Por favor, que me recomiendan, sigo bien los pasos, pongo todos los datos y persiste el error!!","There is no way to register it constantly gives me an error !! I can't go to ""Support"" for help either. It's a shame! Please, they recommend me, I follow the steps well, I put all the data and the error persists !!"
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,Muy buenos consejos de salud....me encanta la página....,Very good health advice .... I love the page ....
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"Es la mejor aplicación que he probado. El diseño que tiene genera un acompañamiento ideal, es muy dinámica, armoniosa y sencilla. La claridad con la que describen las explicaciones y su forma de expresarse transmiten paz y motivan a continuar las prácticas. La variedad de sesiones y temáticas que abordan, dan complemento a las meditaciones, te invita a entenderte y conocerte a vos mismo. Hermosa aplicación, mis felicitaciones por tan comprometido trabajo.","It is the best application I have ever tried. The design it has generates an ideal accompaniment, it is very dynamic, harmonious and simple. The clarity with which they describe the explanations and their way of expressing themselves transmit peace and motivate them to continue the practices. The variety of sessions and topics they address, complement the meditations, invites you to understand yourself and get to know yourself. Beautiful application, my congratulations on such a committed work."
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Excelentes artículos, muy interesantes y abarcan todo tipo de temas, ya sean de interés nutricional, médico, científico, etc.","Excellent articles, very interesting and cover all kinds of topics, be they of nutritional, medical, scientific interest, etc."
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"Excelente aplicación, ayuda a meditar y a dar claridad. muy buena si sufres de ansiedad y esta llena de información muy buena","Excellent application, helps to meditate and give clarity. very good if you suffer from anxiety and it is full of very good information"
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Excelente aplicación, se nota el trabajo de profesionales en la meditación, que hay atrás de esta App muchas gracias Ludovic por tomarte el tiempo de escribir y estar al pendiente de tu proyecto. la meditación es corta pero contundente, me gusta mucho. entiendo el concepto y estoy seguro que empezare a obtener mas programas, para experimenta mas áreas de la meditación en otros temas. muchas, muchas Gracias por el proyecto, en lo personal encontré lo que estaba buscando. Nada te sucede a Ti. sucede devido a TI.","Excellent application, you can see the work of professionals in meditation, behind this App thank you very much Ludovic for taking the time to write and be aware of your project. meditation is short but forceful, I really like it. I understand the concept and I am sure that I will start to get more programs, to experience more areas of meditation on other topics. Thank you very much for the project, personally I found what I was looking for. Nothing happens to you. It happens because of you."
El Poder de la mente,Emprendedora apps,Estilo de vida,4.4,100000,"La verdad no se para que la actualizaron se supone que hablan del poder de la mente y ahora apuntan mas a lo financiero y ademas juegos !!! Ya aplicaciones de juegos ,Un desastre antes estaba interesante ahora noo la desinstalo !!!","The truth is that they did not update it, they are supposed to talk about the power of the mind and now they aim more at the financial and also games !!! Already game applications, A disaster before was interesting now I do not uninstall it !!!"
Salud Savia,SALUD SAVIA,Salud y bienestar,4.0,100000,"En fin, pensé que era una gran app pero no. No te contestan a tus dudas, dudas que se pueden responder sin necesidad de ir al hospital.. Porque no hablo de dudas de urgencia.. Y alguna más que otra un poco entonada en hablar, una vergüenza. 1 estrella y porque no puedo poner menos","Anyway, I thought it was a great app but no. They do not answer your doubts, doubts that can be answered without having to go to the hospital ... Because I do not speak of urgent doubts ... And some more than others a little intoned to speak, a shame. 1 star and why can't I put less"
Serenmind: tu app de ayuda psicológica,Serenmind,Salud y bienestar,4.3,5000,"Me parece una herramienta alucinante. Muy buen asistente para quien tenga dificultades para acceder presencialmente a un psicoterapeuta y mejor aún para complementar la terapia presencial. La inteligencia del equipo investigador que hay detrás se hace patente en la calidad de los contenidos. Recomiendo 100% su uso, incluso personas que no reconozcan padecer ""un problema"" pueden beneficiarse de sus módulos psicoeducativos y prácticos.","I find it an amazing tool. Very good assistant for those who have difficulties accessing a psychotherapist in person and even better to complement face-to-face therapy. The intelligence of the research team behind it is evident in the quality of the content. I 100% recommend its use, even people who do not acknowledge having ""a problem"" can benefit from its psychoeducational and practical modules."
PNL práctico,Metta Apps,Estilo de vida,4.4,100000,El audio 11 tecnica del chasquido 1 y 2 wl audio se corta y perdes parte del ejercicio,The audio 11 click technique 1 and 2 the audio is cut and you lose part of the exercise
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Es muy muy buena pero hay muchas cosas importantes que me gustaria poder leer, pero como mis papás no saben que necesito esta aplicacion, no me dejarían pagar las extensiones. Además de que me pregunta cosas de la mañana cuando es de tarde, cosas de la tarde cuando es de noche y cosas de la noche cuando es de mañana, y no se como arreglar eso.","It is very very good but there are many important things that I would like to be able to read, but since my parents do not know that I need this application, they would not let me pay for the extensions. Besides asking me things in the morning when it's late, things in the afternoon when it's night and things at night when it's morning, and I don't know how to fix that."
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,"Me encantó esta aplicación, porque me gusta meditar, me ayuda en mi día a día a enfrentar las cosas que se presentan a dar las gracias por lo que tengo y por lo que vendrá, me encantó porque es completa, correcta y te llena de paz y tranquilidad La recomiendo para todos de todas las edades porque es efectiva y al hacerlo eran que su día a día cambia y Uds se sentirán felices y mejor con ustedes mismos felicitaciones a quienes la crearon es exelente!! Namaste!! 🙏","I loved this application, because I like to meditate, it helps me in my day-to-day to face the things that appear to thank for what I have and for what will come, I loved it because it is complete, correct and fills you with peace and tranquility I recommend it to everyone of all ages because it is effective and in doing so it was that your day to day changes and you will feel happy and better with yourselves congratulations to those who created it is excellent !! Namaste !! 🙏"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"Magnifico!! Ayuda mucho a relajarse,,,tanto q a veces me quedo hasta dormida,,,la voz de la chica muy dulce, lo recomiendo!","Magnificent!! It helps a lot to relax ,,, so much that sometimes I even fall asleep ,,, the voice of the girl very sweet, I recommend it!"
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"Muy buena aplicación la recomiendo, me gusta que se pueda hacer una copia de seguridad fácilmente y luego exportala cuando quieras. Ya casi termino el año","Very good application, I recommend it, I like that it can be easily backed up and then exported whenever you want. The year is almost over"
"Isotonos - Relajación, Meditación, Salud",ronin2ninja,Salud y bienestar,4.5,100000,"Hay algunos isotonos que no suenan y otros que se detienen súbitamente y al cabo de unos segundos sigue, lo cual es molesto. Por lo demás, bien. No son ni milagrosos ni mágicos ni lo pretenden, pero ayudan. El Nirvana - Dormir es mi favorito para dormir. Epsilon y Chakra del amor para meditar. Hay muchos otros que también son bastante útiles. Pero corrijan ese error de detención súbita!","There are some isotones that don't sound and others that stop suddenly and after a few seconds it continues, which is annoying. Otherwise well. They are neither miraculous nor magical nor are they intended, but they help. Nirvana - Sleep is my favorite to sleep. Epsilon and Chakra of love to meditate. There are many others that are also quite useful. But correct that sudden stop error!"
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,La mejor aplicación gratis que encuentras,The best free application you find
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,"Excelente, intuitiva y con muchas opciones. La mejor app que tengo en mi celular.","Excellent, intuitive and with many options. The best app I have on my cell phone."
Inteligencia emocional gratis,"Bible Studies, Embarazo y Dietas Free Libres",Salud y bienestar,4.4,10000,Me gusto mucho me gustaría q tuviera una opción más fa fácil para compartir la aplicación,I really liked that I would like to have an easier option to share the application
Remente - Desarrollo personal,Remente,Salud y bienestar,4.3,500000,"Me encanta!!! ❤ Desde que empezó la cuarentena del virus covid 19 la tengo, he aprendido demasiado y me ha apoyado en todo. Es un buen coach personal","I love it!!! ❤ Since the covid 19 virus quarantine started, I have had it, I have learned too much and it has supported me in everything. He is a good personal coach"
