App,Developer,Type,Rates,Downloads+,Last_reviews
AtentaMente - Meditación y Felicidad,AtentaMente,Salud y bienestar,4.3,10000,"Hermosas meditaciones pero la app es PÉSIMA no me carga como 3 secciones, trabajar con emociones, bondad y para tiempos difíciles. Me gustaría comunicarme con alguien porque no puedo acceder a estas meditaciones solo se queda cargando."
Smylife - Felicidad diaria,Smylife SAS,Salud y bienestar,4.3,10000,"Oye esta app es justo lo que buscaba, ahora les pido una mejora, mucho más vida y colores más bonitos actualicenla por favor, si debo de pagar esta bien"
Consejos para ser feliz,Frenys,Estilo de vida,4.3,10000,"Los consejos son simples, pero bastante útiles y motivadores."
La Jarra de la Felicidad - diario de recuerdos,Damapio,Estilo de vida,4.7,5000,Me ayuda a ser agradecida y recordar pequeños momentos. Alegria o felicidad. Intuitiva en las cosultas. Una vez sabes como definir entradas me gusta.
Radio Felicidad,Armadisoft,Música y audio,4.6,5000,Muy buena la app se puede escuchar sin audifonos y se escucha bien gracias
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Es muy buena aplicación. Excelente. Es fácil de usar y tiene muchas preguntas que te ayudan a entender más sobre tí. La recomiendo mucho. La versión gratuita tiene lo suficiente para ayudarte y darte evaluaciones de tu salud mental. La versión Premium parece tener más recursos sobre cómo cambiar los problemas que van surgiendo conforme contestas las preguntas, pero no es necesario tener la membresía para beneficiarse de esta app."
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,"Excelente app para retos mentales! Totalmente recomendada para todos. Sé que no debo decirlo (o tal vez si), pero me encantó que es la única app para esto, gratis... No hay cargos adicionales!! Eso es de agradecer porque está elaborada a la perfección, tanto en gráficas, como diseño, funcionalidad, etc. Me encanta la variedad de retos que hay. Ojalá sigan agregando con el tiempo, pero aclaro que con este montón que hay ya estoy 100% feliz. Bájenla sin dudarlo. No se arrepentirá nadie."
"InnerHour autoayuda y terapia: ansiedad, depresión",InnerHour,Salud y bienestar,4.4,500000,"Es perfectaaaa! Aunque lo único malo que le encuentro ,es que no se puede cambiar el idioma ,pero a partir de eso ,es perfecta ,la recomiendo jsjs"
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"Finalmente una aplicación completamente diferente, es hermosa, diseñada cuidadosamente. Es personalizable, y con musica bien seleccionada para diferentes necesidades, ya sea meditar, dormir, desestresarse, trabajar, etc. Gracias por esta app :') ❤️"
TCC Diario de Pensamiento,MoodTools,Salud y bienestar,4.6,100000,"Excelente aplicación, sencilla pero muy útil para analizar nuestros pensamientos."
PsicoTests,Psique Apps,Medicina,4.6,1000000,"La app está muy buena, pero muy mecánica en el sentido de los diagnósticos y consejos, debería ser más específicos y variados según el tipo de trastorno. En general recomiendo la app porque te permite identificar conscientemente los aspectos, conocer o afianzar algún tipo de trastorno en tu personalidad. Gracias a todos los profesionales de la salud mental que hicieron posible esta buena app, gracias 👍"
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.7,50000,"Excelente app, muy lindo su diseño y la información es muy útil. Sugiero que agreguen más idiomas disponibles y que exista la posibilidad de registrarse con Facebook o Google"
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,Una guía muy buena
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,"Me gustó bastante, más que nada porque los tengo en un solo sitio"
"Sanvello para el estrés, la ansiedad, la depresión",Sanvello Health Inc.,Medicina,4.6,1000000,"La app sin dudas es una idea genial. De verdad, es la mejor en la tematica. Pero viendo que la gran mayoria de los usuarios no hablan o entienden el idioma ingles, creo que hace mucho tiempo podrian haber encontrado la forma de ponerle subtitulos a los videos o que alguien le ponga voz a las meditaciones en ingles. Creo que si algun dia se ocupan de esto, la app sin dudas es un 5 estrellas."
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Excelente explicación , en la información , presisa muy adecuada , transparente en la información necesaria ."
Salud Mental by Charnan.7,Charnan.7,Salud y bienestar,4.6,50000,me parece una aplicacion muy interesante llena de conocimientos que permiten que puedan cerles utiles a miles de personas para prevenir muchas enfermedades mentales y estresantes y emocionales. fco javier morales moreno...
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,Maliiiiiisima. No puedo ver ningún trastorno. Se debe reparar
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,Hola es súper entretenido y divertido me encanta aunque en algunos no puedo solo le pongo salir y lo intento de nuevo es el mejor juego del mundo que e instalado me ultra mega super duper encanta el juego pensé que por ser (no es que eso no me agrado al contrario tuve mucho tiempo para hacer otras cosas) que se tardó un poco en descargarse pensé que tendría anuncios y muchos anuncios y no me gusta muchísimo el juego lo digo una vez más 💛 lo amoooo el juego de verdad
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"Para mí ha sido todo un describirmoento. Al principio era un poco reacia a buscar ayuda a través de una app, pero la atención de Laura (personal de soporte) y su valoración de mis preocupaciones y ansiedades, la llevaron a asignarme a una terapeuta maravillosa con la que desde el minuto 1 he tenido una conexión especial. Aunque nuestras terapias sean vía videoconferencia la siento más cerca que a otros psicólogos con los que he mantenido terapia presencial. 5 estrellas no, 20000 estrellas!!!"
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,"Excelente trabajo, muy completo y se Puede compartir con redes sociales. Gracias."
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,Es el primer día que uso la app. Me encantaron el sonido de fondo y la voz suave que te va guiando. Muy sencillo de seguir y muy relajante.
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Muy util, información al día con la salud"
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"FANTASTICA, felicitacionea a los creadores, no se si podran ponerle objetivos por ejm yo deseo tomar atencion a dos visas al mismo tiempo y desarrollar memoria fotografica"
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,10000,Es una buena aplicación y la verdad tiene mucha razón en cuanto muchas cosas 😳😳
El Psicólogo,Frenys,Estilo de vida,4.3,500000,"Frases muy certeras en el desempeño como terapeuta, me gustaron varias, pero más la que hace referencia a la empatía, mucha gente no sabe ser empática."
Salud Mental by com.mexiz.app,com.mexiz.app,Salud y bienestar,4.6,1000,"Eh buscado en muchas paginas pero esta es buena aunque no para mi, como todas la paginas no me ayudan, soy una de esas personas que con solo que te escriban ""Tu puedes hacerlo, no te rindas, tente fe"" todo eso me resvala no se lo que me pasa no puedo tomarmelo en serio y yo quiero. Estoy mucho tiempo esncerrada , no salgo, no se hacer nada,no tengo animo, gereralmente siempre es NO. Creo que me converti en negativa en todo por mi papá siempre intento evitar una conversacion para terminar en discucion que asi fue toda la vida son problemas de padre e hija que eso me afecto en todo hasta con mis compañeros. Quiero consejos , respurstas a mi problema."
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"La aplicación está muy bien y van mejorando cositas. Las dos psicólogas que me han tratado se ven profesionales y muy dedicadas en su trabajo. Les agradezco sus intentos de ayudarme. También debo decir que supongo que cada caso es un mundo, pero para progresar de verdad también se necesitan meses o años de terapia, si tus problemas son ""reales"". Sale un poquito caro, pero si necesitas que te escuchen y te aconsejen está bien. Probadlo si os sentís estancados o no sabéis cómo solucionar algo, tal vez os puedan guiar un poco."
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,Es una buena app para revisar el propio estado de animo y entenderse a sí mismo. Algunas preguntas son repetitivas u ofensivas y no parece que tengan en cuenta cuando uno las reporta como tales. EDIT. Funcona cada vez peor. Pierde entradas y me saltea preguntas aún estando en horario.
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,No le pongo 5 porque debería de haber opciones para quitar esos molestos anuncios porque está bien una versión gratuita con anuncios y otra con pago módico sin anuncios porque es muy invasivo eso y desconcentra demasiado.
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Esta muy bien! Lo que me preocupa un poco,es si de repente me da ganas de ponet cosas personales.... Pero me siento segura por que tengo una clabe para que nadie me pueda ver nada. Pero no os aconsejaria poner algo un poco personal,solo cosas que te an pasado a lo largo del dia o cosas que quieras conentar con (Diario) que no creas aue si lo be alguien te cotestara de tal manera"
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,es muy bueno saber que existe esta App para aprender y apoyar a nuestra niña
"InnerHour autoayuda y terapia: ansiedad, depresión",InnerHour,Salud y bienestar,4.4,500000,Me encanta! Pero me gustaría que estuviera en español para poder recomendarla a mis familiares y amigos que no manejan el inglés. Sé que a ellos también les gustaría mucho está app!
"Sparkle: Self-Care Checklist, Tracker & Journal",SmartWOD fitness apps,Salud y bienestar,4.6,10000,Está buena si pero está todo en inglés y complica aveses 😭😭
PsicoTests,Psique Apps,Medicina,4.6,1000000,"La aplicación está ok, pero desde que le metieron publicidad se ha convertido en una basura, no para de avisar indebidamente solo con la intención de meter más publicidad, cada vez que haces un test tienes que tragarte varios anuncios forzosos, es ABUSIVO!! No me van a dar más opcion que borrar la aplicación o denunciarla por publicidad intrusiva."
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,Me encantó. La estética es preciosa y definitivamente ayuda a entrar en calma. Con un mood tracker o uno de hábitos seria lo más perfecto. Se agradece que lo hayan puesto a la disposición de todo el mundo temporalmente. Definitivamente pagaré suscripción próximamente. Muy recomendado.
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Yo padezco ansiedad, tengo terapias y tomo medicamento. Esta aplicación la encontré sin buscarla y me encantó. A demás de que es muy bonita, es muy práctica para realizar los ejercicios que la psicóloga me recomienda. Le doy 5 sin pensarlo (y me encantan los conejos)."
Anxiety Tracker - Stress and Anxiety Log,Appstronaut Studios,Salud y bienestar,4.4,10000,Util y sencilla.
"Sanvello para el estrés, la ansiedad, la depresión",Sanvello Health Inc.,Medicina,4.6,1000000,"Es una aplicación que pienso que me puede ayudar con mi problema de depresión. Casi siempre estoy mal pero creo que esta aplicación me puede ayudar a ver las cosas de otra manera. Gracias. Después de utilizarla, me sorprendió muchísimo me ayudo de cierta forma ya que por la cuarentena no tengo citas con la psicóloga lo único seria que sea en español. Pero esta genial."
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Una auto reflexión: la app nos lleva a autoreflexionar sobre ciertos pensamientos o ideas a través de preguntas diarias. Tenemos acceso a un diario personal (con límite de letras), nube de palabras y preguntas diarias. 🆒Tiene español y no hay rastro de publicidad. ✅Incluiría: frases inspiradoras o lecturas semanales/mensuales, respiración guiada, 2 o 3 sonidos de la naturaleza como bosque o las olas del mar, localización en hemisferio y un planificador diario."
Salud Mental by Charnan.7,Charnan.7,Salud y bienestar,4.6,50000,"Es una app realmente buena, pero aún le queda un largo camino por recorrer. Felicidades a los creadores y mis mejores deseos."
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.7,50000,Esta en ingles pero es bastante util y entretenida
Test de Depresión,MoodTools,Medicina,3.9,100000,Gracias a esta app me di cuenta que tengo depresion severa pero es de aburrimiento cronico.
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,10000,Me encanta está app.y pienso ke sus resultados son muy ciertos.
"InnerHour autoayuda y terapia: ansiedad, depresión",InnerHour,Salud y bienestar,4.4,500000,He usado esta app por más de 2 años y realmente es una ayuda para quienes no podemos asistir regurlamente a un psicólogo o simplemente necesitamos meditar un momento. La recomiendo y seguiré usando.
El Psicólogo,Frenys,Estilo de vida,4.3,500000,Los anuncios son los unico que no me dejan pero después lo demas está todo bien
"Sanvello para el estrés, la ansiedad, la depresión",Sanvello Health Inc.,Medicina,4.6,1000000,"Esta app me encanta. Me ayuda a entendee mis emociones, a mi misma y a encontrar soluciones, a pensar de manera mas clara y objetiva. Tiene herramientas muy buenas para conocerte a ti mismo y los ejercicios de meditacion son muy relajantes. Super recomendada."
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,CUANDO QUIERO ESCUCHAR AUDIO PARA RELAGARME NO SE PUEDE ME MOLESTA 😠😠😠😠😠
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,Le pondría 5 estrellas si tuviese la opción de guardarlo en la nube o algo para que cuando cambie de móvil no se borre todo como me sucedió el año pasado
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Me encanta esta aplicación, definitivamente yo pasaba por estrés y ansiedad y en ocasiones enojo, pero el meditar me hacía estar relajada y mantener la cabeza fría y era encantadora la sensación, definitivamente yo pagaría por los demás programas es increíble la recomiendo mucho!! Aunque si pusieran programas gratis estaría encantada y seria mi App favorita!!! La recomiendo mucho. ;) y otra cosita, los sonidos que ponen me relajan y me hacen dormir muy buena!!."
"Sparkle: Self-Care Checklist, Tracker & Journal",SmartWOD fitness apps,Salud y bienestar,4.6,10000,"Es muy buena la aplicación ahora puedo organizarme pero hay un problema, el problema es que esta en ingles me gustaría que lo cambien no digo que solo español, deberían poner ingles y español porque no puedo leer yo vi los comentarios y todo se trata de que no pueden leer pero muy buena le dejo 4 estrellas Espero que les sirva mi opinión 🙊🌹"
TCC Diario de Pensamiento,MoodTools,Salud y bienestar,4.6,100000,"Genial, es sin duda alguna un autotratamiento cognitivo conductual"
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Esta aplicación me parece tan genial y aunque en su totalidad no sea gratis me parece muy funcional, tristemente estaba esperando a que agregaran el mood de estabilidad, ahora que lo agregaron resulta que es solo premium :( me gustaria que al menos hicieran lo mismo que otras funciones que aunque son limitadas se pueden usar."
"Sparkle: Self-Care Checklist, Tracker & Journal",SmartWOD fitness apps,Salud y bienestar,4.6,10000,"La aplicación me a encantado, funciona a la perfección y me ha ayudado"
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,Me encanto! Es muy divertida y además es muy buena para la mente... Me gusta la estética y los jueguitos ... 😁
"Mental Doctor,salud mental,Estrés,Sueño profundo",멘탈닥터,Salud y bienestar,4.5,10000,muy detallada información exelente
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Llevo más de 2 años usando esta app, me gusta mucho, pero justo cuando finalmente ahorré el dinero suficiente para una compra única, empiezan a cobrar una suscripción mensual DEMASIADO CARA. Por favor pongan ofertas de compra única, les aseguro que lo pagaría si es un precio razonable, pero su suscripción es demasiado cara y lamentablemente no los puedo apoyar de otro modo."
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Excelente App 👍, me encanta 👌 , la recomiendo al 100 % , las preguntas , las nubes de palabras de cada mes, y (sobretodo las estadísticas de cada mes ) , el diario igual 🤩 , y también los temas , increíbles 🙂"
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,Me encantó la aplicación. Y me encanta que sea guiada y a si te ayuda a respirar correctamente y a pensar en cosas que te pueden hacer más amena la seción. Y aparte te manda correos con instrucciónes para la meditación. Solo lo que no me gusto mucho fue que si tiene una amplia variedad de sesiones. Pero la gran mayoría tienes que pagar. Y es lo que no me gustó. Cuando la instale desia que no tenias que pagar nada. Pero no es verdad. A mi en lo particular si pudieran cambiar eso estaría feliz.
Salud Mental by com.mexiz.app,com.mexiz.app,Salud y bienestar,4.6,1000,Me encanto gracias
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"Muy buena ayuda profesional. Excelente atención. Descargué esta aplicación sin tener mucha idea. Necesitaba ayuda y no sabía adonde dirigirme. Hay muchas clases de psicólogos. Aquí me entrevistaron inmediatamente online, rellené un cuestionario y la psicóloga que me ayuda es estupenda. Por chat escribo cuando quiero y me contesta una vez al día, por lo que la atención es rápida. Los precios muy competitivos. Estoy satisfecho con esta App. Gracias."
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"Me encanta!! Felicitaciones al equipo desarrollador. Quisiera informar que tengo 2 dificultades con el tema de los recordatorios: 1. No llegan los recordatorios. las configuraciones de mi Cel están bien. Valide con otras apps. 2. Al cambiar la hora del recordatorio de la mañana se cambian todas las horas de los recordatorios del día. Así al cambiar la hora para las 8 am, la noche y la tarde también quedan con la misma hora. Al final no avisa nunca a ninguna hora el recordatorio. Ayuda porfavor"
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Una excelente app para llevar un registro de las emociones, ideal para los que trabajan en su inteligencia emocional. Sin embargo, me gustaría contar con un widget, ya que así podría llevar el registro y estar pendiente de él"
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,Es buena app y todo pero la verdad no me agrada que hay usuarios que solo preguntan tonterías pero en fin la verdad es buenísima app sirve de mucho si tienes alguna duda y quieres saberlo rápido. Buen trabajo empresa que no conozco. 😊😎
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4.1,100000,Buena
PsicoTests,Psique Apps,Medicina,4.6,1000000,"Esta muy buena la app... la verdad es muy importante contar con algunas explicaciones, muchas veces las personas no tienen los recursos para acudir a un profesional o el tipo de trastorno hace que se encierren en la negación, pero con esta aplicación podemos fácilmente reconocer y /o afirmar algunos síntomas y tomar decisiones."
PsicoTests,Psique Apps,Medicina,4.6,1000000,"Es una muy buena aplicación, aunque para la mayoría de los trastornos son los mismos consejos, son nuevos consejos. Me ayudó a descifrar mis trastornos o mejor dicho a asegurarlos, lo malo es que son varios y me gustaría que me ayudaran mas sus consejos, que fueran mas específicos como para comenzar a pensar diferente, que dieran mas ejemplos en sus consejos para poder mejorar. Muchas gracias a todos los profesionales involucrados realmente es un gran apoyo lo que hacen."
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"Todos los juegos están bien desarrollados. Sólo tengo dificultad con Pasatiempo, no puedo cumplir la consigna: arrastro las imágenes para ubicarlas, pero vuelven al lugar original. Evidentemente, debo estar haciendo algo mal, pero no me doy cuenta de qué es."
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Buena app, puedo mantener un registro de mis emociones, actividades y mas sobre mi dia a dia. El unico problema es que esta en Ingles, y aunque mi ingles igual es bastante bueno, igual necesito que este en Español"
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Esta aplicacion es excelente, incluso en su version gratuita, solo con no tener anuncios ya vale la pena, apenas la he probado y ya he comprado la version Premium, no entiendo como se queja la gente de que no sea gratis cuando ronda los 3€ y es un pago único. Encantada de colaborar para que podais seguir desarrollando!!"
Test de Depresión,MoodTools,Medicina,3.9,100000,Es exelente 🙂 Ame esta app es muy sincera . No ocupo mucho espacio en mi celular y además después de realizar el test te recomienda sitios para mejorar la deprecion
El Psicólogo,Frenys,Estilo de vida,4.3,500000,"Esta re buena.., pero arreglen lo de iniciar sesión.... Gracias!"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"No entiendo porque cuando ya tienen el dinero la app me pone fallos para volver a entrar no quiero pensar mal , pero espero una respuesta del correo que ponen para ello. Y no me deja volver a deskargarlaa. Denuncia asegurada si no logro volver a entrar."
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,Quedé sorprendida. Es fácil. Y el tiempo de la meditación de 10 min paso rapidísimo cuando quise acordar ya estaba terminando. Me ayudó y lo recomiendo ... La solución está en nosotros. Y la verdad que enseña q la meditación es una herramienta para nuestro estilo de vida. No es religioso ni dogmatica
TCC Diario de Pensamiento,MoodTools,Salud y bienestar,4.6,100000,"Util para llevar un auto registro, me saltan notificaciones y asi no lo dejo pasar"
Test de Depresión,MoodTools,Medicina,3.9,100000,"Wow aparte que yo y mi vida sea una basura, la aplicación también me dice que tengo depresion, pero porque no me estoy preocupando ni siento que quisiera arreglarlo"
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,Me gusta mucho la estética de la app y las metodologías que emplea. Me gustaría que tal vez le pusieran una opción de poner contraseña a la hora de entrar a la app ya que puede quedar fácil para que otra persona entre y lea lo contenido allí. En general es muy buena.
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,"Gracias a la adaptacion que me pasasteis ya puedo jugar correctamente pero en algunos ejercicios como el mental #4 en dificultad genio se bloquean hasta llegar a determinada puntuacion. Por ejemplo: no puedo puntuar mas de 5, no acepta la respuesta seleccionada. Este error suele ocurrir en algunos ejercicios cuando se alcanzan parametros de dificicultad bastante elevados. Por lo demas es una app muy util para entrenar psicotecnicos en cualquier nivel de dificultad de forma rápida."
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"Deberian poner un puntaje y una calificación mejor sin gráficos, algo mas claro para personas adultas, como yo. Sería buenísimo, asi poder usarlo como terapias en grupo. Gracias!!!"
Salud Mental by Charnan.7,Charnan.7,Salud y bienestar,4.6,50000,esta app debería estar en todos los celulares de los chilenos... le falta material didáctico pero excelente contenido.
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4.1,100000,No se cual es el propósito de esto. Su nombre dice diagnosis (diagnóstico) pero esto es imposible sin atención de un profesional. También me parece que deberían dar más herramientas y menos preguntas.
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"Esta muy bien para tener un diario emocional que te ayuda a ver como respondes al mundo y como te sientes, encima ayuda a recordar cosas ^^"
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Increíble aplicación. Tiene un montón de herramientas tanto para la meditación guiada como para la meditación libre, sonidos y ayudas para ejercicios de respiración. Me encanta!! Además sin tener el modo premium tienes acceso a todas estas herramientas, pero con el premium tienes aun muchas más posibilidades y es muy económico. Totalmente"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"La guía para introducirte a meditar es muy buena. Sin forzar, simple, práctica, música de fondo, la voz de la instructora realmente te induce a la meditación. Muchas gracias, me siento más tranquila desde esta primera sesión"
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"Me encanta esta app, me ayuda a darle seguimiento a mis emociones y me motiva a tener mejores días. Felicidades por esta app."
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4.1,100000,Tests are very poorly designed
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,"Me encanto la app, le doy 3 estrellas porque, de la nada me apareció que tengo un error de conexión, siendo que mi net esta bien y no tengo problemas de conectividad en otras apps.... subiré las estrellas si me ayudan por favor...... Ahi subi a las 5 estrellas .... gracias por la ayuda"
"Sanvello para el estrés, la ansiedad, la depresión",Sanvello Health Inc.,Medicina,4.6,1000000,"No puedo responder las preguntas que la app me hace y varias herramientas no ne deja usarlas, la app no funciona correctamente, cada vez que intento usar una herramienta no me deja por mas que le pique y tengo que salir y volver a entrar."
"InnerHour autoayuda y terapia: ansiedad, depresión",InnerHour,Salud y bienestar,4.4,500000,"Muy buena app, se nota que se ha hecho con mucha dedicación. Es simple y cálida, lo que te incentiva a seguir usándola. Me encanta especialmente los artículos informativos. Me gustaría poder ingresar mí estado de ánimo en diferentes partes del día (mañana, tarde, noche) ya que suele variar bastante. No estoy segura si puedo añadir metas personalizadas."
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,Es una lástima que ya no funcione bien la app porque es una buena idea. Los mensajes tardan mucho en llegar y tampoco se envian. Ya desinstale e instale la app tres veces y no se soluciona.
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,Muy buena la verdad lo malo es que las meditaciones normales son muy largas por lo demas muy buena 10 de 10
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"Muy buena app...solo que tengo problemas en realizar el sounds, leo los pasos y al momento de jugarlo no ocurre nada de lo que debo de hacer y solo suena los fragmentos de la música...quisiera saber porque ocurre esto, lo demas todo perfecto👍👍"
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,"Simple, no se puede utilizar, no puedo acceder a ninguna de las funciones de la aplicación. No he podido escuchar ninguna de las opciones."
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.7,50000,"Muy entretenido, y te ayuda a resolver problemas a través de los distintos tipos de inteligencia que cada uno de nosotros posee"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"Me encanta! Antes pensaba que meditar era aburrido y fastidioso, pero gracias a esta App estoy muy enganchada con la meditación, llevo el 3er día consecutivo y la he usado hasta para dormir! La voz y la música de fondo son muy relajantes! Me encanta!"
Salud Mental by Charnan.7,Charnan.7,Salud y bienestar,4.6,50000,hermosa app. noble precisa y real. sentí que me estaban ayudando. y que los consejos eran para mi. gracias de todo corazón. 💓
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.7,50000,"Muy buena app, sobresaliente. Solo la mejoraria que estuviera en español"
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,"La aplicacion y la comunidad en lineas generales esta bien , solo que debes estar preparado para ver y recibir cualquier tipo de comentarios tanto positivos como gente ociosa que solo quiere molestar."
TCC Diario de Pensamiento,MoodTools,Salud y bienestar,4.6,100000,"Excelente! Me permite actuar como observador de mis actos, emociones y desde un lugar diferente poder entender y aplicar lo que se en teoría y que en los momento de ensimismamiento no puedo ver con claridad. Digamos que es la frutilla del postre ya que me permite llevar a la práctica lo que aprendí en teoría, y sigo aprendiendo sobre crecimiento personal, puediendo aplicarlo en forma práctica, reflexiva y que enfría la ebullición emocional que suele paralizarme. GRACIAS!"
El Psicólogo,Frenys,Estilo de vida,4.3,500000,Es La Mejor Aplicación Psicólogo Ayuda Muchisimo Es Total Mente Genila Me Encanta Ayuda A Que Reflexionemos
Test de Depresión,MoodTools,Medicina,3.9,100000,ya no funcionan ninguno de los links o numero de telefono
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,"Excelente app, los sonidos, las voces son maravillosas, te llevan a una relajación total... Vale la pena descargarla y compartirla. Gracias por realizar una selección minuciosa de todos los aspectos de la App"
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"La instalé hace apenas 4 días y de veras, me encanta!. Siento como si tomara una gran cantidad de oxígeno cada que ingreso a la App a diario. Es como un pequeño refugio de tranquilidad, de paz, en el que de un modo muy sencillo puedo ser simplemente yo misma. Estaba buscando sugerencias de aplicaciones para que me ayudarán con la depresión y soy muy afortunada, encontré esta App. A sus creadores, muchas gracias y que Dios los bendiga. ☺️ LA SUPER RECOMIENDO!!! 🎉🎉🎉😘"
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Me gusta mucho la aplicación siento que ayuda bastante y también me gusta las lecturas que te va dando a medida que vas ingresando como te sientes día con día, es un poco mal que no esté en español pero es una exelente aplicación que deberás sirve para llevar un registro de las emociones"
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"Pague una suscripción en abril, y ahora no puedo entrar en ningún lazo porque me pide que me vuelva a suscribir, entro para suscribirme y me dice que hubo un error,que ya estoy suscripta, pero tengo todo bloqueado, no me di de baja en ningún momento, ni tampoco se me devolvió el dinero, por favor quisiera que se .e solucione el problema, muchas gracias, la aplicación en si, es muy buena, la recomiendo"
